Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Oui,70,1,11,1,9,9,3,1,9
2.0,Weebs Out,43,9,3,9,6,3,14,7,6
3.0,SPPI,36,3,2,3,2,13,0,2,8
4.0,CHOC,34,2,4,7,3,2,2,5,0
5.0,Justthreeplayers,29,6,1,2,9,8,0,8,3
6.0,Tania & Friends,25,7,1,12,0,1,6,9,0
7.0,onetap,23,5,6,11,3,12,0,4,3
8.0,Explosion,20,4,5,10,0,6,4,12,0
9.0,DIVE,18,11,2,8,0,4,7,11,0
10.0,LPm,15,13,0,5,0,7,0,6,4
11.0,CarryRubick fans,13,10,0,13,0,10,0,3,1
12.0,Shadow IllusionZ,12,12,0,4,0,5,0,10,0
13.0,1 long rangers,8,8,0,6,1,11,0,13,0
14.0,JustLastTry,0,20,0,20,0,20,0,20,0
