Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,SCBS,69,11,4,2,16,1,20,10,5
2.0,NoFear,52,1,15,4,10,6,4,9,1
3.0,Exalty,45,2,3,3,4,8,2,3,11
4.0,3FR,30,7,1,13,0,10,1,1,10
5.0,Crying our best,27,5,6,10,0,12,3,2,2
6.0,thr33 stack,24,6,0,5,2,2,2,13,3
7.0,Minor Keepers,21,13,0,1,3,13,2,8,0
8.0,Wazki's Willies,18,3,0,7,1,7,0,6,1
9.0,Simply_E_Sports,15,14,0,12,0,3,1,4,0
10.0,Kvasna,14,4,3,14,0,5,0,11,0
11.0,Last Light,13,9,1,11,0,11,0,5,4
12.0,NIBL,13,10,1,9,0,4,2,14,0
13.0,STING,12,8,1,8,1,14,0,7,2
14.0,bread gang,7,12,0,6,0,9,0,12,0
