Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,DI,60,8,7,2,24,13,0,4,12
2.0,ILL,45,9,3,3,5,1,11,9,3
3.0,SCTA,38,3,3,1,6,8,4,12,3
4.0,MF,37,2,5,6,0,7,1,2,7
5.0,GPS GAMING,31,1,3,5,0,11,1,3,3
6.0,Undertaker,29,5,6,11,0,3,8,7,0
7.0,Excellent Era,29,13,0,13,0,6,7,1,5
8.0,Slow,17,7,0,7,0,2,1,11,0
9.0,LaFay,16,11,0,4,3,10,0,5,1
10.0,STUGOTS,15,4,4,9,0,14,0,6,0
11.0,Aspirateur,14,10,2,12,0,4,1,8,1
12.0,OXR,14,6,4,14,0,5,0,10,0
13.0,2ege1college,11,12,1,10,0,12,3,13,2
14.0,AintInvlbleDream,9,14,1,8,0,9,1,14,1
