Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Lunar,56,6,0,1,7,3,5,1,10
2.0,Team CAP,50,2,6,3,7,8,1,3,11
3.0,UWU,42,3,3,12,0,1,4,2,6
4.0,iEnvy,36,1,8,4,3,6,4,13,0
5.0,Arigato 4 pts,35,8,3,2,9,10,5,9,3
6.0,Uchinix,34,4,13,7,7,11,5,20,0
7.0,UTFT,29,5,4,5,1,2,2,5,1
8.0,Team KST,19,11,0,11,0,4,6,7,3
9.0,cr33p w4ve,10,13,0,10,2,9,0,6,0
10.0,THE GHOST KILLER,10,7,0,6,0,7,0,11,0
11.0,Bebra_Abobusa,9,10,0,9,0,5,0,14,0
12.0,Wecandothis,9,9,0,13,0,13,0,4,0
13.0,RatPasTaGame,6,12,0,8,0,12,0,8,0
14.0,Stigma Crew,2,14,0,14,0,20,0,20,0
