,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 16:40 JSTWorld's Edge TEQWING BlackGorillaN LapiLegends","Round 1 Round 1 September 25, 2021 - 16:40 JSTWorld's Edge TEQWING BlackGorillaN LapiLegends","Round 2 Round 2 September 25, 2021 - 17:15 JSTWorld's Edge HIT e-sports Lunatics Black","Round 2 Round 2 September 25, 2021 - 17:15 JSTWorld's Edge HIT e-sports Lunatics Black","Round 3 Round 3 September 25, 2021 - 17:50 JSTWorld's Edge HIT e-sports Joel Mark goo choki paa","Round 3 Round 3 September 25, 2021 - 17:50 JSTWorld's Edge HIT e-sports Joel Mark goo choki paa","Round 4 Round 4 September 25, 2021 - 18:25 JSTWorld's Edge LFT BAKAGAKI Atum Lunatics","Round 4 Round 4 September 25, 2021 - 18:25 JSTWorld's Edge LFT BAKAGAKI Atum Lunatics","Round 5 Round 5 September 25, 2021 - 19:00 JSTWorld's Edge Marine Black Lunatics","Round 5 Round 5 September 25, 2021 - 19:00 JSTWorld's Edge Marine Black Lunatics","Round 6 Round 6 September 25, 2021 - 19:35 JSTWorld's Edge Black Atum LFT BAKAGAKI","Round 6 Round 6 September 25, 2021 - 19:35 JSTWorld's Edge Black Atum LFT BAKAGAKI"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,LFT BKGK,62,6,5,12,0,6,4,1,11,5,6,3,6
1,2.0,Lunatics,58,5,8,2,7,4,4,3,3,3,4,16,0
2,3.0,Marine,53,11,5,7,5,8,3,6,0,1,13,4,1
3,4.0,TW,50,1,7,5,2,7,3,12,4,15,5,7,5
4,5.0,FC Destroy,46,13,0,4,6,5,7,10,2,7,9,12,6
5,6.0,HIT,46,7,4,1,5,1,5,18,0,11,0,15,3
6,7.0,Black,44,18,0,3,11,14,0,20,0,2,1,1,3
7,8.0,goo choki paa,36,19,0,13,0,3,12,5,5,19,0,11,6
8,9.0,Joel Mark,35,14,5,15,3,2,5,14,0,14,3,10,4
9,10.0,BlackGorillaN,32,2,8,14,1,20,0,17,0,6,3,5,3
10,11.0,Atum,32,20,0,19,0,16,3,2,8,13,0,2,2
11,12.0,RuinZ,30,16,3,10,7,9,2,9,5,4,1,14,0
12,13.0,LapiLegends,23,3,3,6,2,11,3,19,0,16,0,6,1
13,14.0,Fujii Gaming,22,10,1,20,0,10,2,16,2,10,2,9,7
14,15.0,Crest,22,15,1,11,2,15,0,4,3,18,2,8,4
15,16.0,SYTH,17,17,0,9,1,18,0,8,10,8,0,19,0
16,17.0,NrTv.Vs,17,4,3,18,0,12,2,13,0,9,3,20,0
17,18.0,Welfare,9,12,1,8,2,17,0,15,0,12,0,13,0
18,19.0,EB,7,9,1,16,0,13,0,7,0,20,0,18,0
19,20.0,KIBIINA-NO-OUCHI,6,8,1,17,0,19,0,11,0,17,0,17,2
