Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
1.0,REAH,51,7,7,2,6,3,8,4,6,Lobby 1,Round_1,,,,
2.0,D4RK,46,1,9,3,8,7,0,6,4,Lobby 1,Round_1,,,,
3.0,LAG,39,2,5,9,0,2,5,5,5,Lobby 1,Round_1,,,,
4.0,ARZ,37,10,1,1,9,11,0,2,3,Lobby 1,Round_1,,,,
5.0,Ace1,36,4,1,4,2,1,10,11,0,Lobby 1,Round_1,,,,
6.0,Core Second,29,6,0,7,4,9,0,1,5,Lobby 1,Round_1,,,,
7.0,TSURUGI,26,3,1,8,0,6,3,3,3,Lobby 1,Round_1,,,,
8.0,Harmony Glory,15,5,0,6,0,4,1,9,0,Lobby 1,Round_1,,,,
9.0,WYV,14,8,1,5,1,5,0,8,0,Lobby 1,Round_1,,,,
10.0,Zenith,11,9,2,11,0,8,0,7,1,Lobby 1,Round_1,,,,
11.0,track,7,11,0,10,0,10,0,10,0,Lobby 1,Round_1,,,,
1.0,AVA,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
2.0,BeastMode,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
3.0,Creatives,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
4.0,DDD,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
5.0,Kingdom,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
6.0,QueenSquadRoyal,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
7.0,RadicalPopGaming,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
8.0,RootunionGaming,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
9.0,UC,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
10.0,monkey,0,0,0,0,0,0,0,0,0,Lobby 2,Round_1,,,,
1.0,HE,45,3,10,6,4,9,0,1,7,Lobby 3,Round_1,,,,
2.0,NAT,41,2,2,8,1,4,4,2,9,Lobby 3,Round_1,,,,
3.0,RDO,40,10,0,3,6,2,7,7,6,Lobby 3,Round_1,,,,
4.0,PiratesOfMirage,38,5,2,1,8,3,3,10,0,Lobby 3,Round_1,,,,
5.0,ENG,30,1,7,5,0,8,0,6,2,Lobby 3,Round_1,,,,
6.0,LLGS,28,9,1,9,0,1,4,3,0,Lobby 3,Round_1,,,,
7.0,IBSG,25,4,4,10,0,5,5,4,0,Lobby 3,Round_1,,,,
8.0,NFM,22,8,1,2,4,10,0,5,0,Lobby 3,Round_1,,,,
9.0,GEMI,15,6,0,7,2,7,2,9,0,Lobby 3,Round_1,,,,
10.0,Serpens,15,7,0,4,1,6,1,8,0,Lobby 3,Round_1,,,,
