Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,ONE HP,68,3,3,3,1,4,1,1,11,8,4,2,6,Lobby 1
2.0,ATK,59,1,11,16,0,7,7,13,1,14,0,1,11,Lobby 1
3.0,PRSTS,53,12,6,10,8,16,3,12,1,1,11,10,6,Lobby 1
4.0,SLAP,49,11,4,2,9,19,0,7,4,4,8,12,5,Lobby 1
5.0,TRJ,49,9,6,5,7,2,10,17,0,20,0,5,7,Lobby 1
6.0,21cm,43,16,5,15,3,1,17,11,0,9,1,15,0,Lobby 1
7.0,SSD,40,5,1,12,2,11,6,3,7,12,5,13,4,Lobby 1
8.0,4 3 Gang,40,15,3,7,3,6,6,9,3,2,7,16,0,Lobby 1
9.0,3turrets1brain,40,10,0,6,3,3,0,4,9,5,4,9,1,Lobby 1
10.0,SJP2,32,6,9,18,0,17,0,10,4,15,0,3,6,Lobby 1
11.0,7Hologram,28,8,0,4,4,5,2,16,2,17,0,4,4,Lobby 1
12.0,CHI,28,13,0,1,9,15,0,20,1,16,0,8,2,Lobby 1
13.0,NIBL,28,4,3,14,0,18,0,18,0,3,9,7,0,Lobby 1
14.0,HKE,25,2,8,20,0,10,4,14,0,18,0,14,0,Lobby 1
15.0,Dababy,22,7,1,9,4,20,0,6,2,7,4,20,0,Lobby 1
16.0,HNY,19,17,0,13,1,14,0,15,4,13,0,6,7,Lobby 1
17.0,plei,19,18,0,17,0,9,0,2,3,6,2,18,0,Lobby 1
18.0,POLSKA,14,20,0,11,3,13,0,5,4,11,0,19,0,Lobby 1
19.0,4ypiki,13,14,0,8,3,8,0,8,2,19,0,11,0,Lobby 1
20.0,HEXA,7,19,0,19,0,12,1,19,0,10,3,17,0,Lobby 1
1.0,BCG,69,11,3,3,8,2,7,11,3,8,5,1,11,Lobby 2
2.0,3FR,57,1,14,18,0,8,4,2,10,6,1,15,1,Lobby 2
3.0,NoHalo,52,10,4,1,13,7,11,12,2,12,1,8,0,Lobby 2
4.0,CRAZYx3,52,15,1,2,8,5,4,4,2,3,11,18,0,Lobby 2
5.0,Zeta,47,6,4,5,2,1,11,3,1,16,3,19,0,Lobby 2
6.0,TREX,45,9,2,8,1,17,1,5,2,1,9,3,3,Lobby 2
7.0,1872,44,13,4,7,11,9,2,13,3,9,10,12,4,Lobby 2
8.0,SPPI,36,2,1,4,3,4,4,20,0,7,3,9,1,Lobby 2
9.0,WLS,34,12,2,13,3,14,3,7,11,20,0,11,8,Lobby 2
10.0,SCTA,34,18,0,12,1,3,7,16,0,2,5,7,1,Lobby 2
11.0,GOD,33,17,3,15,0,19,0,6,10,4,8,10,1,Lobby 2
12.0,Steamroller,33,16,1,6,2,6,6,19,0,18,0,2,9,Lobby 2
13.0,Spacegliders,33,8,0,10,4,13,0,1,8,5,0,17,0,Lobby 2
14.0,Yes,27,3,2,19,0,10,0,18,0,11,0,6,12,Lobby 2
15.0,Moanerz EU,21,7,7,14,0,16,0,9,2,17,0,13,5,Lobby 2
16.0,Kissyourhomies,18,4,2,9,2,12,1,10,0,14,0,16,2,Lobby 2
17.0,6bnt,17,14,1,17,0,15,0,8,3,10,2,4,0,Lobby 2
18.0,UTFT,15,5,7,20,0,11,0,14,0,15,0,14,0,Lobby 2
19.0,weeboys,8,20,0,11,0,18,0,17,0,19,1,5,2,Lobby 2
20.0,GetAimAssisted,5,19,0,16,2,20,0,15,1,13,0,20,0,Lobby 2
