,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 13, 2022 - 15:00 EDTStorm Point SkeeveSquad Redeem Asuras","Round 1 Round 1 March 13, 2022 - 15:00 EDTStorm Point SkeeveSquad Redeem Asuras","Round 2 Round 2 March 13, 2022 - 15:30 EDTStorm Point Eclectiq Diamond Hands Asuras","Round 2 Round 2 March 13, 2022 - 15:30 EDTStorm Point Eclectiq Diamond Hands Asuras","Round 3 Round 3 March 13, 2022 - 16:00 EDTWorld's Edge Asuras Redeem POSKITINO","Round 3 Round 3 March 13, 2022 - 16:00 EDTWorld's Edge Asuras Redeem POSKITINO","Round 4 Round 4 March 13, 2022 - 16:30 EDTWorld's Edge SkeeveSquad POSKITINO Asuras","Round 4 Round 4 March 13, 2022 - 16:30 EDTWorld's Edge SkeeveSquad POSKITINO Asuras"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,EQ,59,10,10,1,14,9,8,7,8
1,2.0,ASUR,59,3,2,3,3,1,12,3,9
2,3.0,SKSQ,54,1,15,17,0,10,5,1,8
3,4.0,RDM,38,2,3,12,3,2,5,5,4
4,5.0,Neko Arc,32,4,4,10,8,4,7,14,0
5,6.0,POSKITINO,32,15,0,11,3,3,3,2,8
6,7.0,Diamond Hands,22,13,0,2,10,11,1,17,0
7,8.0,Shadow Point,21,5,6,6,3,7,0,10,0
8,9.0,ABST,19,7,7,14,2,6,3,16,0
9,10.0,LNT,18,8,0,19,0,12,5,4,5
10,11.0,Nadez Nation,17,20,0,7,2,5,7,12,0
11,12.0,Lust GG,13,6,3,13,0,16,1,9,3
12,13.0,HaZarD,13,11,0,4,6,15,0,19,0
13,14.0,Inspired,13,16,0,5,0,13,0,8,6
14,15.0,FA,12,9,4,8,0,20,0,11,3
15,16.0,ABZ,9,12,1,15,0,18,0,6,3
16,17.0,GSG,5,17,1,20,0,8,1,13,0
17,18.0,850 Boys,4,18,0,9,0,14,0,15,0
18,19.0,APEX BOIZ,3,14,1,18,1,17,0,20,0
19,20.0,ARH,0,19,0,16,0,19,0,18,0
