Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,SJP2,81,2,9,2,7,1,15,2,2,18,0,10,7
2.0,1872,66,15,9,5,2,12,9,1,18,8,4,14,3
3.0,HKE,57,3,2,13,0,13,2,3,7,3,13,4,5
4.0,L2S,55,17,5,1,12,11,0,16,3,19,0,1,10
5.0,CHI,50,8,6,20,0,16,0,7,3,1,8,2,7
6.0,CRAZYx3,49,18,0,4,9,2,11,14,0,2,4,16,1
7.0,ZBW,47,1,11,3,4,6,3,12,2,10,1,11,0
8.0,SMS,37,9,2,14,1,4,6,5,1,5,6,12,4
9.0,NoHalo,32,10,1,12,4,5,4,6,2,7,6,15,1
10.0,ThatsNotaBoulder,30,12,1,6,4,3,1,18,0,11,1,3,4
11.0,PRSTS,25,14,0,10,1,8,3,11,4,12,2,9,6
12.0,TREX,25,5,0,15,2,10,2,8,3,6,0,7,3
13.0,Ferox Sapientia,21,4,6,9,1,18,0,9,0,17,0,5,1
14.0,ORCL,20,11,4,11,4,19,0,15,1,13,1,6,3
15.0,WICKED,17,19,0,18,0,15,0,17,0,4,7,13,3
16.0,HNY,17,7,0,19,0,20,1,4,8,20,0,17,0
17.0,POLSKA,15,20,0,7,5,14,0,20,0,15,3,8,0
18.0,SPPI,13,16,0,8,1,7,1,10,3,16,1,19,0
19.0,Abysse,9,6,0,16,0,9,3,19,0,14,0,20,0
20.0,Are we in,6,13,0,17,0,17,0,13,0,9,2,18,0
