,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 12:00 JSTWorld's Edge Team ENIGMA Hybrid Eclipse Team Nature","Round 1 Round 1 September 25, 2021 - 12:00 JSTWorld's Edge Team ENIGMA Hybrid Eclipse Team Nature","Round 2 Round 2 September 25, 2021 - 12:35 JSTWorld's Edge PiratesOfMirage Nesie Family RDO","Round 2 Round 2 September 25, 2021 - 12:35 JSTWorld's Edge PiratesOfMirage Nesie Family RDO","Round 3 Round 3 September 25, 2021 - 13:10 JSTWorld's Edge Lust for Light Gaming Snow RDO PiratesOfMirage","Round 3 Round 3 September 25, 2021 - 13:10 JSTWorld's Edge Lust for Light Gaming Snow RDO PiratesOfMirage","Round 4 Round 4 September 25, 2021 - 13:45 JSTWorld's Edge Hybrid Eclipse Team Nature Lust for Light Gaming Snow","Round 4 Round 4 September 25, 2021 - 13:45 JSTWorld's Edge Hybrid Eclipse Team Nature Lust for Light Gaming Snow"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,HE,45,37,1010,63,44,92,0,112,77
1,2.0,NAT,41,29,22,82,11,45,44,29,99
2,3.0,RDO,40,102,0,37,66,29,77,73,66
3,4.0,PiratesOfMirage,38,54,22,112,88,37,33,102,0
4,5.0,ENG,30,112,77,54,0,82,0,63,22
5,6.0,LLGS,28,92,11,92,0,112,44,37,0
6,7.0,IBSG,25,45,44,102,0,54,55,45,0
7,8.0,NFM,22,82,11,29,44,102,0,54,0
8,9.0,GEMI,15,63,0,73,22,73,22,92,0
9,10.0,Serpens,15,73,0,45,11,63,11,82,0
10,11.0,SAEKO,0,200,0,200,0,200,0,200,0
