Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,TREX,62,7,8,2,9,2,11,2,4
2.0,Sxercise,40,11,4,3,11,3,3,8,5
3.0,Onl1chance,38,19,2,8,6,15,0,1,15
4.0,ZBW,38,4,9,1,9,19,0,17,3
5.0,GOD,38,1,10,19,0,7,0,3,6
6.0,SYND,32,17,5,14,0,1,11,12,2
7.0,Uchinix,28,3,4,20,0,8,5,5,6
8.0,SPIRAL,21,13,0,6,6,4,6,20,0
9.0,Dark Synergy,19,20,2,11,2,14,3,4,5
10.0,SPPI,19,9,2,4,4,11,3,9,0
11.0,F7,19,2,5,15,0,6,0,13,0
12.0,SKJ,14,12,0,9,0,9,9,19,0
13.0,ARIS,13,16,0,13,1,5,4,16,3
14.0,T3W,12,8,2,18,0,16,1,6,4
15.0,ThatsNotaBoulder,11,10,1,7,3,10,0,18,0
16.0,DerpSquad,10,15,3,17,0,13,0,10,3
17.0,Oui,10,18,0,10,4,12,0,7,0
18.0,Senbonzakura,10,6,0,5,2,20,0,14,0
19.0,Yes,7,5,2,16,0,18,0,15,0
20.0,HEXA,6,14,0,12,0,17,3,11,0
