Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,LAG,73,8,3,1,15,1,5,1,12,Lobby 1
2.0,Ace1,43,4,1,4,2,2,9,3,5,Lobby 1
3.0,D4RK,37,2,19,14,3,17,2,17,3,Lobby 1
4.0,BeastMode,34,5,6,2,4,19,0,10,9,Lobby 1
5.0,AVA,29,1,5,12,0,8,7,9,0,Lobby 1
6.0,RPG,27,17,1,9,3,5,3,2,5,Lobby 1
7.0,ARZ,25,14,2,19,1,4,13,12,2,Lobby 1
8.0,Zenith,25,3,4,7,0,15,0,5,6,Lobby 1
9.0,TSURUGI,21,18,1,11,5,11,8,8,3,Lobby 1
10.0,UC,21,19,3,6,7,18,0,7,5,Lobby 1
11.0,RootunionGaming,21,9,4,17,0,7,3,4,4,Lobby 1
12.0,WYV,17,10,0,13,0,3,3,6,1,Lobby 1
13.0,Core Second,16,7,3,8,4,12,2,14,0,Lobby 1
14.0,REAH,15,15,3,5,4,16,0,11,2,Lobby 1
15.0,QueenSquadRoyal,13,16,1,3,4,20,0,13,0,Lobby 1
16.0,Creatives,12,6,1,10,3,10,1,20,0,Lobby 1
17.0,Kingdom,7,11,1,20,0,6,1,15,0,Lobby 1
18.0,monkey,5,20,0,16,3,9,0,16,0,Lobby 1
19.0,DDD,5,13,0,15,1,14,1,18,0,Lobby 1
20.0,Harmony Glory,2,12,0,18,0,13,0,19,0,Lobby 1
1.0,HE,51,1,10,7,8,6,3,4,7,Lobby 2
2.0,YaBaL,50,7,1,2,11,4,15,6,3,Lobby 2
3.0,IBSG,49,11,3,1,7,1,14,20,0,Lobby 2
4.0,ENG,47,8,2,3,2,3,1,1,14,Lobby 2
5.0,OC,33,9,1,4,8,2,4,5,0,Lobby 2
6.0,C-VA KAG,25,5,8,13,6,9,0,12,3,Lobby 2
7.0,ARK5,24,10,2,6,1,5,1,2,2,Lobby 2
8.0,KaisenDONDON,23,2,5,12,2,11,4,11,0,Lobby 2
9.0,Solid,22,18,0,17,1,15,5,3,8,Lobby 2
10.0,ORB.G,21,3,7,20,0,12,2,8,2,Lobby 2
11.0,RDO,19,6,1,9,8,17,0,9,3,Lobby 2
12.0,NAT,18,14,5,16,1,7,1,7,4,Lobby 2
13.0,LLGS,14,13,2,5,3,13,0,19,3,Lobby 2
14.0,PiratesOfMirage,12,4,3,11,1,19,2,16,0,Lobby 2
15.0,EXiA KR,11,12,3,14,0,14,4,14,0,Lobby 2
16.0,NFM,10,19,1,19,0,10,1,13,5,Lobby 2
17.0,JDT,7,20,0,15,0,16,1,10,3,Lobby 2
18.0,Serpens,5,16,0,18,0,8,2,15,0,Lobby 2
19.0,Lixis,4,17,0,8,2,18,0,18,0,Lobby 2
20.0,GEMI,4,15,1,10,0,20,0,17,0,Lobby 2
1.0,Fujii Gaming,50,1,9,1,10,9,3,18,2,Lobby 3
2.0,LFT BKGK,47,9,0,2,11,1,9,10,2,Lobby 3
3.0,TW,44,3,5,10,2,2,5,3,7,Lobby 3
4.0,RuinZ,41,7,6,16,6,12,6,2,10,Lobby 3
5.0,HIT,37,4,2,5,2,14,1,1,10,Lobby 3
6.0,BlackGorillaN,34,2,13,17,0,10,5,4,0,Lobby 3
7.0,LapiLegends,26,16,0,9,4,5,6,5,6,Lobby 3
8.0,Crest,24,11,5,7,9,15,1,8,2,Lobby 3
9.0,Black,20,12,2,3,5,11,2,11,1,Lobby 3
10.0,EB,16,15,0,12,1,3,3,12,2,Lobby 3
11.0,ORC,15,14,2,8,0,6,3,16,4,Lobby 3
12.0,LandMarkGondola,15,5,0,14,3,4,2,17,0,Lobby 3
13.0,DCN,14,13,2,13,0,8,8,20,0,Lobby 3
14.0,Ignition,12,6,6,15,1,16,0,13,0,Lobby 3
15.0,Ark cha Puppy,12,10,0,6,1,18,3,7,0,Lobby 3
16.0,BEXT,12,18,1,4,0,7,2,14,0,Lobby 3
17.0,sspZ,10,17,0,11,3,13,0,15,4,Lobby 3
18.0,TeamRoyHage,5,19,0,19,0,20,0,6,2,Lobby 3
19.0,WGT,4,8,2,20,0,19,0,19,0,Lobby 3
20.0,DoSanKo,2,20,0,18,0,17,0,9,0,Lobby 3
1.0,Joel Mark,68,1,27,19,0,4,6,4,13,Lobby 4
2.0,FC Destroy,66,15,1,1,11,1,14,3,8,Lobby 4
3.0,Atum,29,3,0,10,1,6,3,2,4,Lobby 4
4.0,Lunatics,28,12,3,9,3,5,8,6,4,Lobby 4
5.0,Marine,25,9,5,14,0,2,6,10,0,Lobby 4
6.0,KIBIINA-NO-OUCHI,25,2,5,3,0,10,0,9,0,Lobby 4
7.0,Welfare,23,20,0,2,5,8,2,5,1,Lobby 4
8.0,NrTv.Vs,22,10,2,18,2,14,0,1,3,Lobby 4
9.0,SYTH,21,18,0,5,2,11,4,7,7,Lobby 4
10.0,goo choki paa,19,5,4,6,3,9,2,12,0,Lobby 4
11.0,FA Club FUG,18,6,3,7,3,17,3,15,2,Lobby 4
12.0,Fada-one Arcana,18,4,3,17,0,3,1,8,0,Lobby 4
13.0,EGJP,17,11,2,12,7,12,0,13,4,Lobby 4
14.0,APXRS,15,16,0,8,6,15,0,11,5,Lobby 4
15.0,456,10,17,0,4,2,7,0,18,0,Lobby 4
16.0,WOW.AXIS,8,14,0,15,4,13,1,17,0,Lobby 4
17.0,FaTe Diamond,6,13,2,13,0,16,0,14,1,Lobby 4
18.0,TFC,2,20,0,11,0,18,1,19,0,Lobby 4
19.0,leaps whitesheep,2,8,0,16,0,19,0,16,0,Lobby 4
20.0,aim,0,19,0,20,0,20,0,20,0,Lobby 4
