,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 13, 2021 - 18:00 PDTWorld's Edge Absolute Monarchy CLX xD","Round 1 Round 1 September 13, 2021 - 18:00 PDTWorld's Edge Absolute Monarchy CLX xD","Round 2 Round 2 September 13, 2021 - 18:30 PDTWorld's Edge Lazarus Neanderthals Noble","Round 2 Round 2 September 13, 2021 - 18:30 PDTWorld's Edge Lazarus Neanderthals Noble","Round 3 Round 3 September 13, 2021 - 19:00 PDTWorld's Edge Dudes Night Out Estral Esports BenchWarmers","Round 3 Round 3 September 13, 2021 - 19:00 PDTWorld's Edge Dudes Night Out Estral Esports BenchWarmers","Round 4 Round 4 September 13, 2021 - 19:30 PDTWorld's Edge Noble Absolute Monarchy pub stars","Round 4 Round 4 September 13, 2021 - 19:30 PDTWorld's Edge Noble Absolute Monarchy pub stars","Round 5 Round 5 September 13, 2021 - 20:00 PDTWorld's Edge Noble Lazarus pub stars","Round 5 Round 5 September 13, 2021 - 20:00 PDTWorld's Edge Noble Lazarus pub stars","Round 6 Round 6 September 13, 2021 - 20:30 PDTWorld's Edge SMP Legacy MX Dudes Night Out","Round 6 Round 6 September 13, 2021 - 20:30 PDTWorld's Edge SMP Legacy MX Dudes Night Out"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,DNO,75,92,55,200,0,112,1818,54,66,45,1313,37,33
1,2.0,NBL,72,63,11,37,88,73,44,112,1010,112,99,82,11
2,3.0,AM,60,112,1414,180,0,170,0,29,77,73,44,73,88
3,4.0,pub stars,49,141,33,54,77,63,22,37,66,37,55,92,22
4,5.0,BW,44,45,1111,170,22,37,55,73,66,92,22,160,11
5,6.0,LZR,39,190,0,112,1313,121,0,151,33,29,0,170,0
6,7.0,SMP,33,121,11,131,0,180,11,160,0,141,33,112,1313
7,8.0,xD,33,37,0,73,0,111,1010,45,55,131,11,190,0
8,9.0,NEAN,32,82,66,29,66,102,11,92,0,102,11,141,0
9,10.0,LMX,31,160,11,92,22,131,0,82,0,54,55,29,55
10,11.0,SUP,30,102,11,141,11,92,0,102,11,63,44,45,88
11,12.0,YouLikeThatMate?,30,54,11,45,55,82,22,131,33,160,0,54,33
12,13.0,EST,29,73,44,102,0,29,66,111,0,170,22,121,11
13,14.0,CLX,27,29,55,160,0,151,0,190,0,82,66,151,33
14,15.0,RT,21,170,22,121,11,45,11,63,55,190,0,111,22
15,16.0,WASH,20,131,0,63,77,141,33,141,0,121,33,180,0
16,17.0,BP,14,180,22,190,0,160,22,170,0,111,11,63,55
17,18.0,Unlucky,14,151,0,82,22,54,22,180,0,151,11,131,0
18,19.0,Aisle 5,13,111,0,111,0,190,0,121,33,180,11,102,44
19,20.0,Unsigned Talent,6,200,11,151,44,200,0,200,0,200,0,200,0
