Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,SJP2,81,2,9,2,7,1,15,2,2,18,0,10,7,Lobby 1
2.0,1872,66,15,9,5,2,12,9,1,18,8,4,14,3,Lobby 1
3.0,HKE,57,3,2,13,0,13,2,3,7,3,13,4,5,Lobby 1
4.0,L2S,55,17,5,1,12,11,0,16,3,19,0,1,10,Lobby 1
5.0,CHI,50,8,6,20,0,16,0,7,3,1,8,2,7,Lobby 1
6.0,CRAZYx3,49,18,0,4,9,2,11,14,0,2,4,16,1,Lobby 1
7.0,ZBW,47,1,11,3,4,6,3,12,2,10,1,11,0,Lobby 1
8.0,SMS,37,9,2,14,1,4,6,5,1,5,6,12,4,Lobby 1
9.0,NoHalo,32,10,1,12,4,5,4,6,2,7,6,15,1,Lobby 1
10.0,ThatsNotaBoulder,30,12,1,6,4,3,1,18,0,11,1,3,4,Lobby 1
11.0,PRSTS,25,14,0,10,1,8,3,11,4,12,2,9,6,Lobby 1
12.0,TREX,25,5,0,15,2,10,2,8,3,6,0,7,3,Lobby 1
13.0,Ferox Sapientia,21,4,6,9,1,18,0,9,0,17,0,5,1,Lobby 1
14.0,ORCL,20,11,4,11,4,19,0,15,1,13,1,6,3,Lobby 1
15.0,WICKED,17,19,0,18,0,15,0,17,0,4,7,13,3,Lobby 1
16.0,HNY,17,7,0,19,0,20,1,4,8,20,0,17,0,Lobby 1
17.0,POLSKA,15,20,0,7,5,14,0,20,0,15,3,8,0,Lobby 1
18.0,SPPI,13,16,0,8,1,7,1,10,3,16,1,19,0,Lobby 1
19.0,Abysse,9,6,0,16,0,9,3,19,0,14,0,20,0,Lobby 1
20.0,Are we in,6,13,0,17,0,17,0,13,0,9,2,18,0,Lobby 1
1.0,GOD,109,6,5,1,9,2,12,1,8,3,6,1,14,Lobby 2
2.0,TRJ,82,20,1,14,4,1,11,2,8,1,10,3,7,Lobby 2
3.0,SSD,58,1,9,10,3,7,2,3,12,12,3,6,1,Lobby 2
4.0,NXB,51,7,6,3,10,6,8,8,3,16,0,10,7,Lobby 2
5.0,Zeta,38,2,6,18,1,19,0,4,3,2,4,19,1,Lobby 2
6.0,backseat,35,17,3,6,6,16,2,10,0,14,0,2,9,Lobby 2
7.0,SYND,32,8,2,5,3,20,0,13,3,4,7,9,3,Lobby 2
8.0,60fps,30,5,2,12,5,4,0,5,7,19,0,8,0,Lobby 2
9.0,NIBL,29,10,3,16,5,9,0,18,4,10,5,7,3,Lobby 2
10.0,LOS,28,18,0,2,3,5,3,14,0,5,2,12,1,Lobby 2
11.0,WLS,27,15,4,4,4,8,1,17,0,9,5,17,3,Lobby 2
12.0,SCTA,27,9,0,20,0,3,11,19,0,17,0,4,2,Lobby 2
13.0,BFG,23,11,6,9,1,17,1,11,4,8,1,14,3,Lobby 2
14.0,Steamroller,23,3,1,13,0,10,3,15,0,6,4,13,0,Lobby 2
15.0,ALKaIIIbI,18,4,3,19,0,12,0,7,4,11,1,18,0,Lobby 2
16.0,Yes,18,12,0,7,3,15,0,6,1,13,0,5,1,Lobby 2
17.0,2.5WL,14,13,0,15,2,18,2,12,1,15,3,11,1,Lobby 2
18.0,3FR,13,14,0,17,0,11,0,9,2,7,3,16,1,Lobby 2
19.0,ILL,9,16,6,11,1,14,0,20,0,20,0,20,0,Lobby 2
20.0,Kryptic,5,19,0,8,0,13,1,16,0,18,0,15,0,Lobby 2
