Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,0_Reverse,68,12,3,12,4,4,5,2,9,1,13,9,4,Lobby 1
2.0,BlackGorillaN,59,2,6,17,0,1,14,7,1,6,1,5,6,Lobby 1
3.0,EXiA KR,54,10,7,13,7,15,2,15,0,2,11,4,8,Lobby 1
4.0,TSURUGI,54,8,4,1,13,2,1,10,3,7,4,15,0,Lobby 1
5.0,We Can Do it,48,3,6,11,5,16,0,1,14,15,0,10,0,Lobby 1
6.0,Crest,46,16,3,4,0,3,4,4,2,11,2,2,8,Lobby 1
7.0,SyS,40,7,5,9,3,20,0,8,0,8,2,1,9,Lobby 1
8.0,RDNS,39,5,4,3,7,5,4,14,3,9,0,7,0,Lobby 1
9.0,ScL,29,13,0,8,3,7,3,9,4,5,1,6,3,Lobby 1
10.0,NAT,29,4,5,7,2,12,0,5,1,14,1,12,5,Lobby 1
11.0,Serpens,29,6,3,5,2,10,0,17,0,3,4,13,3,Lobby 1
12.0,CPGaming,28,17,0,2,6,8,1,6,1,10,2,8,0,Lobby 1
13.0,3DONE,25,11,3,16,0,14,1,18,0,12,5,3,6,Lobby 1
14.0,ARK5,25,1,6,15,2,9,0,16,0,19,2,20,0,Lobby 1
15.0,BEXT,24,15,0,18,0,19,4,3,8,20,0,11,3,Lobby 1
16.0,JDT,21,18,0,6,2,18,0,12,7,4,2,14,0,Lobby 1
17.0,YaBaL,15,14,0,19,0,6,5,19,0,17,3,16,3,Lobby 1
18.0,C-VA KAG,14,9,4,10,0,17,0,11,4,13,0,19,0,Lobby 1
19.0,ICHC,10,20,0,14,0,13,5,20,0,16,3,17,0,Lobby 1
20.0,shes,9,19,0,20,0,11,2,13,2,18,0,18,3,Lobby 1
