Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,LFT BKGK,79,14,0,1,14,12,3,1,6,20,0,1,18,Lobby 1
2.0,FC Destroy,59,2,5,12,9,9,14,6,5,15,3,5,3,Lobby 1
3.0,CJAM,54,12,0,2,4,2,4,4,8,3,7,19,0,Lobby 1
4.0,BKMN,47,13,2,3,4,3,5,3,7,4,2,20,0,Lobby 1
5.0,IBSG,44,8,7,7,2,8,0,5,3,1,8,12,0,Lobby 1
6.0,AVA,43,6,0,16,0,5,3,2,9,6,4,4,3,Lobby 1
7.0,GW,39,1,14,10,4,17,0,14,1,16,4,16,1,Lobby 1
8.0,D4RK,37,18,0,17,2,10,1,18,1,2,4,3,11,Lobby 1
9.0,SYTH,36,4,8,8,2,20,0,10,4,9,5,6,3,Lobby 1
10.0,HE,35,11,1,4,3,1,9,17,1,10,1,18,0,Lobby 1
11.0,LAG,32,5,3,14,4,18,0,16,3,5,3,2,1,Lobby 1
12.0,TW,26,3,8,11,3,13,3,19,0,19,0,9,1,Lobby 1
13.0,Joel Mark,26,16,0,5,3,4,6,20,0,12,2,10,3,Lobby 1
14.0,NOVA,23,10,2,6,4,16,0,8,0,17,5,8,3,Lobby 1
15.0,WGT,18,20,0,19,0,14,0,9,6,7,0,7,3,Lobby 1
16.0,LapiLegends,17,15,3,13,0,7,4,11,0,14,3,17,0,Lobby 1
17.0,Japan LFT desu,15,7,1,9,0,15,0,7,2,8,0,13,0,Lobby 1
18.0,UC,13,19,0,18,0,6,2,13,0,11,4,14,1,Lobby 1
19.0,FA Club FUG,11,17,0,20,0,19,0,12,4,13,1,11,3,Lobby 1
20.0,YaBaL,11,9,1,15,0,11,3,15,0,18,0,15,1,Lobby 1
1.0,Lunatics,86,5,10,10,4,7,5,4,23,12,2,1,15,Lobby 2
2.0,RPG,70,2,4,1,10,4,7,11,0,1,8,9,0,Lobby 2
3.0,Marine,62,4,11,9,3,5,7,1,6,16,4,7,5,Lobby 2
4.0,456,48,1,11,4,5,20,0,3,5,19,1,18,2,Lobby 2
5.0,GODOsushiTabetai,47,7,2,14,1,8,4,13,0,2,14,6,7,Lobby 2
6.0,Black,47,12,0,7,3,1,14,15,1,4,3,8,2,Lobby 2
7.0,ARK5,44,13,3,6,1,18,0,2,2,5,6,2,6,Lobby 2
8.0,LandMarkGondola,35,10,1,12,1,17,0,5,3,9,5,3,9,Lobby 2
9.0,Jamboree,31,17,1,2,7,14,3,14,6,18,1,10,0,Lobby 2
10.0,KaisenDONDON,30,3,6,18,0,2,5,18,1,20,0,13,1,Lobby 2
11.0,ORC,26,20,0,19,0,3,5,7,3,10,2,5,0,Lobby 2
12.0,Ace1,24,8,2,8,2,9,1,12,0,3,4,14,0,Lobby 2
13.0,RDO,22,19,0,3,4,12,1,9,3,13,1,12,1,Lobby 2
14.0,TSURUGI,20,6,1,5,6,10,0,20,0,6,0,15,0,Lobby 2
15.0,EXiA KR,18,15,5,16,3,16,1,6,2,15,2,20,0,Lobby 2
16.0,NANB,14,16,0,13,8,13,0,8,0,11,1,16,0,Lobby 2
17.0,InTheSky,13,18,0,15,0,19,0,17,0,17,0,4,7,Lobby 2
18.0,QueenSquadRoyal,13,11,0,11,0,15,2,10,1,7,1,19,1,Lobby 2
19.0,DCN,11,9,0,20,0,6,0,16,1,8,0,11,2,Lobby 2
20.0,MRB,10,14,0,17,0,11,1,19,0,14,4,17,2,Lobby 2
