Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
1.0,BCG,79,1,14,1,21,6,3,7,11,Lobby 10,Round_1,,,,
2.0,BGR,59,2,9,9,7,1,15,9,3,Lobby 10,Round_1,,,,
3.0,Dababy,47,6,5,3,2,7,1,1,14,Lobby 10,Round_1,,,,
4.0,Duck Goes Quack,44,3,7,4,3,5,7,2,2,Lobby 10,Round_1,,,,
5.0,ANTG,30,5,0,6,1,2,3,3,3,Lobby 10,Round_1,,,,
6.0,Senbonzakura,19,4,1,2,0,8,1,12,0,Lobby 10,Round_1,,,,
7.0,SHEESH,18,10,0,8,0,3,6,13,0,Lobby 10,Round_1,,,,
8.0,ConsoleGamers,16,7,1,5,2,14,0,5,1,Lobby 10,Round_1,,,,
9.0,Južni Vetar Gas,15,9,2,14,0,12,0,4,4,Lobby 10,Round_1,,,,
10.0,d/effective,12,14,0,7,2,4,0,11,0,Lobby 10,Round_1,,,,
11.0,Syntropy Fagiani,8,11,0,13,0,11,3,8,0,Lobby 10,Round_1,,,,
12.0,AimAssistRed,8,8,0,11,0,10,0,6,0,Lobby 10,Round_1,,,,
13.0,HEROES ESPORT,7,12,0,12,0,13,1,10,1,Lobby 10,Round_1,,,,
14.0,PauseChamps,7,13,1,10,0,9,0,14,0,Lobby 10,Round_1,,,,
1.0,CHI,64,1,6,3,11,14,0,1,15,Lobby 11,Round_1,,,,
2.0,GOD,56,4,5,8,8,7,8,2,16,Lobby 11,Round_1,,,,
3.0,USG,55,3,13,2,8,6,5,5,6,Lobby 11,Round_1,,,,
4.0,Mat For Victory,38,6,4,9,3,1,9,4,0,Lobby 11,Round_1,,,,
5.0,Nuclear Apes,33,2,3,4,1,3,5,8,1,Lobby 11,Round_1,,,,
6.0,FloWenZ Esports,27,7,1,1,5,4,0,13,0,Lobby 11,Round_1,,,,
7.0,Sapere Aude,17,8,4,14,0,8,3,7,2,Lobby 11,Round_1,,,,
8.0,Nobody,17,14,0,13,0,2,4,9,0,Lobby 11,Round_1,,,,
9.0,Disturbed Saints,13,10,0,10,0,10,0,3,0,Lobby 11,Round_1,,,,
10.0,4eSport,12,9,0,7,1,9,1,6,0,Lobby 11,Round_1,,,,
11.0,ALPHA ZERO,11,12,0,11,1,5,2,10,0,Lobby 11,Round_1,,,,
12.0,FIRE CLAN,10,11,3,6,1,12,0,14,0,Lobby 11,Round_1,,,,
13.0,Last Of Osasus,10,5,0,12,0,11,3,12,0,Lobby 11,Round_1,,,,
14.0,Totem Enjoyers,10,13,0,5,3,13,0,11,0,Lobby 11,Round_1,,,,
1.0,Oui,70,1,11,1,9,9,3,1,9,Lobby 12,Round_1,,,,
2.0,Weebs Out,43,9,3,9,6,3,14,7,6,Lobby 12,Round_1,,,,
3.0,SPPI,36,3,2,3,2,13,0,2,8,Lobby 12,Round_1,,,,
4.0,CHOC,34,2,4,7,3,2,2,5,0,Lobby 12,Round_1,,,,
5.0,Justthreeplayers,29,6,1,2,9,8,0,8,3,Lobby 12,Round_1,,,,
6.0,Tania & Friends,25,7,1,12,0,1,6,9,0,Lobby 12,Round_1,,,,
