Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,RL,61,2,6,2,10,5,2,1,9,Lobby 1
2.0,TDG,50,5,5,8,3,2,11,2,7,Lobby 1
3.0,Inspired,37,1,9,14,3,10,0,4,5,Lobby 1
4.0,ING,35,17,2,16,0,3,11,3,8,Lobby 1
5.0,Raw Material,33,13,3,17,4,1,8,5,1,Lobby 1
6.0,OA,31,6,8,9,5,15,2,7,7,Lobby 1
7.0,ChayKayJay,26,12,0,1,11,11,1,16,0,Lobby 1
8.0,UORG,26,3,2,3,6,13,0,9,1,Lobby 1
9.0,OFM,24,4,7,11,0,16,3,6,5,Lobby 1
10.0,Boston Monsters,23,10,0,5,3,4,6,15,2,Lobby 1
11.0,TS,16,8,4,12,6,12,0,8,0,Lobby 1
12.0,Sussy Bakas,13,7,4,19,0,14,2,11,2,Lobby 1
13.0,Revenge,12,14,1,18,2,9,1,14,4,Lobby 1
14.0,Spacelanders,12,16,0,7,4,7,1,12,0,Lobby 1
15.0,SLS,10,15,0,4,1,17,0,10,1,Lobby 1
16.0,The leftovers,8,18,0,6,0,6,2,17,0,Lobby 1
17.0,ill,7,9,2,20,0,18,0,13,2,Lobby 1
18.0,Skill Blind,5,11,0,15,0,8,1,18,0,Lobby 1
19.0,ZooWeeMama,3,19,2,13,0,19,0,19,0,Lobby 1
20.0,Compulsive,2,20,0,10,0,20,0,20,0,Lobby 1
1.0,DUMPERS,60,4,7,2,11,5,16,8,6,Lobby 2
2.0,Onyx,42,6,3,6,4,7,0,1,14,Lobby 2
3.0,EXAgents,39,1,11,3,4,9,2,12,0,Lobby 2
4.0,Big3Protagonist,32,20,0,1,11,15,3,13,4,Lobby 2
5.0,EQ,32,9,3,10,2,1,11,17,0,Lobby 2
6.0,MDL,30,2,3,11,0,2,8,20,0,Lobby 2
7.0,LM,28,8,7,16,0,10,6,9,9,Lobby 2
8.0,CAS,23,7,2,12,3,4,4,4,0,Lobby 2
9.0,SDO,21,14,0,5,1,6,1,5,7,Lobby 2
10.0,Big FNA,18,3,10,15,0,20,0,18,0,Lobby 2
11.0,FNS,18,13,0,4,1,12,0,6,7,Lobby 2
12.0,Pirate Nation,16,15,3,19,3,18,0,3,2,Lobby 2
13.0,Bunch of APES,16,16,2,14,0,14,0,2,3,Lobby 2
14.0,N U M,15,19,1,7,9,13,0,15,0,Lobby 2
15.0,TPM,12,17,4,18,0,19,3,7,2,Lobby 2
16.0,Wonderboys,10,11,2,9,2,8,1,19,0,Lobby 2
17.0,Quasar,9,12,1,8,0,11,1,10,1,Lobby 2
18.0,VHS,9,10,0,17,0,3,0,16,0,Lobby 2
19.0,Phantom Troupe,5,5,0,20,0,16,0,11,0,Lobby 2
20.0,N U M,3,18,0,13,1,17,0,14,0,Lobby 2
1.0,My Neck My Back,90,14,6,1,13,1,17,1,17,Lobby 3
2.0,WASH,59,1,11,3,13,15,3,2,3,Lobby 3
3.0,RCO,34,8,1,2,5,10,0,3,8,Lobby 3
4.0,GSG,31,12,3,8,4,2,3,6,6,Lobby 3
5.0,NM,28,5,8,16,3,5,6,10,1,Lobby 3
6.0,LVG,26,6,9,15,1,7,4,8,3,Lobby 3
7.0,trippin,25,11,3,6,4,3,5,15,1,Lobby 3
8.0,FluidGaming,23,2,6,19,0,11,0,11,6,Lobby 3
9.0,Goth Girl TikTok,22,15,5,17,0,4,9,16,2,Lobby 3
10.0,New Misfits,19,20,1,4,6,12,4,9,0,Lobby 3
11.0,Baguette Babes,19,3,1,14,0,13,1,5,4,Lobby 3
12.0,hi rollers,14,9,0,10,5,14,0,7,1,Lobby 3
13.0,F451,14,4,1,5,1,6,0,18,0,Lobby 3
14.0,trash,12,18,1,7,2,9,1,12,2,Lobby 3
15.0,Zest,8,16,1,9,1,20,0,14,3,Lobby 3
16.0,MBS,7,10,0,13,0,19,0,13,3,Lobby 3
17.0,Peaky Blinders,7,13,0,12,0,17,0,4,0,Lobby 3
18.0,LKM,5,17,1,20,0,8,2,20,0,Lobby 3
19.0,Alliance Esports,4,7,1,18,0,18,0,19,0,Lobby 3
20.0,Them Boiz,1,19,0,11,0,16,0,17,0,Lobby 3
1.0,Code Cloud,48,4,9,2,8,3,7,12,2,Lobby 4
2.0,RAWR,48,2,4,20,0,8,5,1,16,Lobby 4
3.0,SAF,47,1,14,15,0,9,6,4,7,Lobby 4
4.0,WashedApexPreds,45,6,4,4,11,1,10,16,0,Lobby 4
5.0,CCE,39,8,5,1,18,18,0,15,1,Lobby 4
