Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,YouLikeThatMate?,50,1,17,2,10,12,1,19,0
2.0,BP,48,11,3,1,10,8,13,10,5
3.0,LMX,44,4,3,5,7,17,1,1,12
4.0,Dexterous,33,3,8,20,0,2,6,14,2
5.0,LZR,33,12,0,4,5,1,9,13,0
6.0,xD,29,18,0,6,12,7,0,4,6
7.0,LVG,29,2,10,15,3,13,1,6,1
8.0,Never Lucky,24,7,5,11,1,6,5,12,5
9.0,CC,24,10,1,7,0,10,0,2,7
10.0,Vandals,22,13,1,12,2,18,1,3,9
11.0,Undisputed,20,14,2,14,0,3,8,17,1
12.0,AST,18,9,4,9,7,11,0,15,1
13.0,Meow Syndicate,17,16,0,3,2,16,0,5,4
14.0,4Fun,13,8,2,18,0,4,4,16,0
15.0,oni,12,6,0,10,0,9,5,18,0
16.0,Onyx,9,15,0,16,0,5,3,11,0
17.0,Nest,7,17,1,17,0,20,0,8,4
18.0,JustSomeWarriors,7,19,1,8,0,15,0,9,1
19.0,SDO,7,20,0,13,0,14,1,7,1
20.0,Pickles,6,5,2,19,0,19,0,20,0
