,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 24, 2021 - 12:00 PDTWorld's Edge D A B JOYBOYS Washed","Round 1 Round 1 October 24, 2021 - 12:00 PDTWorld's Edge D A B JOYBOYS Washed","Round 2 Round 2 October 24, 2021 - 12:35 PDTWorld's Edge RAWRXDTEEHEE Asteria Washed","Round 2 Round 2 October 24, 2021 - 12:35 PDTWorld's Edge RAWRXDTEEHEE Asteria Washed","Round 3 Round 3 October 24, 2021 - 13:10 PSTWorld's Edge BLitLd Revengers RGP Washed","Round 3 Round 3 October 24, 2021 - 13:10 PSTWorld's Edge BLitLd Revengers RGP Washed","Round 4 Round 4 October 24, 2021 - 13:45 PDTWorld's Edge CHASE.OG BLitLd Revengers Running Late","Round 4 Round 4 October 24, 2021 - 13:45 PDTWorld's Edge CHASE.OG BLitLd Revengers Running Late"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,RGP,46,9,1,16,0,2,19,11,14
1,2.0,BLitLd Revengers,43,14,2,8,2,1,8,2,7
2,3.0,WASH,43,3,5,3,6,3,8,7,0
3,4.0,D A B,39,1,12,7,6,8,3,14,0
4,5.0,JOYBOYS,37,2,11,5,3,14,0,5,5
5,6.0,CHASE.OG,33,8,4,19,0,4,3,1,7
6,7.0,RAWR,33,12,2,1,10,13,0,4,2
7,8.0,AST,31,10,2,2,9,5,2,17,3
8,9.0,LKM,21,13,2,15,3,9,8,6,1
9,10.0,Apex Mobile,19,20,0,4,11,17,1,10,0
10,11.0,GSG,15,7,4,11,2,12,2,12,1
11,12.0,RL,15,18,0,9,1,6,0,3,2
12,13.0,Diamond Hands,12,5,5,12,2,18,0,16,0
13,14.0,Perpetual Empire,12,4,2,13,0,10,0,15,1
14,15.0,Wonderboys,11,17,2,6,1,15,0,13,3
15,16.0,LacklusterTalent,8,15,0,18,0,20,0,9,5
16,17.0,BDS,8,16,0,10,1,19,0,8,3
17,18.0,ActionFiveNews,7,6,1,14,1,11,0,20,0
18,19.0,Gryphon Gaming,4,19,1,17,0,7,0,19,0
19,20.0,T-State,2,11,0,20,0,16,1,18,0
