Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,LH,67,11,5,1,10,5,0,11,7,2,14,14,3,Lobby 1
2.0,HpyRogKut,57,1,9,14,0,15,0,1,11,17,0,3,4,Lobby 1
3.0,BOG,56,14,0,6,1,17,0,2,3,1,5,1,10,Lobby 1
4.0,DREAM,47,2,3,20,1,11,2,4,4,4,7,9,8,Lobby 1
5.0,MXT,46,12,3,18,0,1,16,19,1,6,8,13,1,Lobby 1
6.0,Multicultural,41,7,3,7,0,3,4,15,0,9,2,2,7,Lobby 1
7.0,GOB-ARH,35,16,0,10,0,2,14,17,0,12,8,11,0,Lobby 1
8.0,OGL,34,6,2,3,2,6,2,3,4,7,0,12,0,Lobby 1
9.0,Antiaa,33,4,4,12,4,8,2,8,0,16,3,6,7,Lobby 1
10.0,DESI,32,13,5,9,6,7,6,14,0,15,0,4,2,Lobby 1
11.0,BTCxWGG,29,9,1,4,10,10,2,10,2,20,0,8,1,Lobby 1
12.0,R.Harmony,27,15,0,15,0,13,1,6,5,3,4,7,1,Lobby 1
13.0,SLK,25,18,0,8,11,20,0,16,1,19,0,10,9,Lobby 1
14.0,DNT,24,17,3,2,4,16,1,20,0,10,1,15,3,Lobby 1
15.0,RNG,23,19,0,17,2,18,2,7,7,14,0,5,4,Lobby 1
16.0,SkarptSinne,21,3,2,5,2,19,0,9,3,11,0,16,0,Lobby 1
17.0,Bit of Trolling,20,5,2,16,0,4,4,13,0,13,3,17,0,Lobby 1
18.0,Soosmar slayer,20,8,6,13,0,9,0,5,1,8,2,18,0,Lobby 1
19.0,Hardstucks,14,10,6,11,0,12,0,12,3,18,0,20,0,Lobby 1
20.0,GOD OF DREAM,8,20,0,19,0,14,0,18,1,5,2,19,0,Lobby 1
1.0,MDY.W,107,1,16,1,22,7,7,13,12,7,4,4,10,Lobby 2
2.0,姐妹花,67,5,0,6,1,10,7,1,6,1,18,15,1,Lobby 2
3.0,IFPD,60,14,3,14,7,1,11,3,8,8,8,16,0,Lobby 2
4.0,Just Send It,45,9,0,3,6,3,4,12,0,3,0,2,2,Lobby 2
5.0,NANYANG,42,6,4,4,3,11,0,9,2,9,6,3,7,Lobby 2
6.0,EVO.Supreme,41,7,3,7,5,18,3,5,8,2,0,14,2,Lobby 2
7.0,EMM,40,2,8,15,0,6,7,15,0,14,1,6,6,Lobby 2
8.0,Sigma Gamers,33,4,2,2,9,16,1,14,0,13,3,9,0,Lobby 2
9.0,Lowkey,33,3,5,18,0,15,0,11,0,17,0,1,7,Lobby 2
10.0,CKB,28,17,0,10,2,8,5,4,7,10,2,12,0,Lobby 2
11.0,Systematic,28,10,0,9,0,14,0,2,2,4,5,8,0,Lobby 2
12.0,END,27,8,7,5,0,13,0,8,2,16,0,11,8,Lobby 2
13.0,Inferno DRT,23,12,1,16,1,2,4,19,1,11,0,10,3,Lobby 2
14.0,4ChineseHorseman,21,15,4,8,0,19,0,16,0,6,1,5,6,Lobby 2
15.0,LAG,21,13,2,13,0,5,0,6,2,5,3,13,0,Lobby 2
16.0,Juiced,14,19,0,19,0,20,0,10,6,15,3,18,2,Lobby 2
17.0,EVOLUTION BLACK,14,11,2,11,0,9,4,7,1,19,0,17,0,Lobby 2
18.0,Ga Rok Bin,11,20,0,20,0,12,1,18,0,12,2,7,3,Lobby 2
19.0,DYN,10,16,2,12,3,17,3,20,0,20,0,19,1,Lobby 2
20.0,Psychic assassin,5,18,0,17,0,4,0,17,0,18,0,20,0,Lobby 2
