Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,CAS,53,4,6,1,3,1,9,82,4
2.0,UNL,49,2,12,2,16,13,0,151,1
3.0,IFE,44,1,14,8,6,5,2,63,1
4.0,CLX,42,11,1,3,4,3,3,37,12
5.0,Tijuana Piranas,29,14,3,13,0,8,1,112,9
6.0,LMX,29,3,1,18,0,2,6,92,4
7.0,NEAN,26,5,0,4,3,12,3,45,5
8.0,BLitLd Revengers,22,6,1,9,2,4,8,121,0
9.0,Stonks,21,12,1,15,2,10,9,111,4
10.0,RCO,21,20,0,12,4,19,0,29,7
11.0,ING,18,9,5,20,0,7,0,102,6
12.0,NBL,17,10,1,7,0,9,3,73,3
13.0,Spooky Scary,14,8,3,5,3,18,0,141,1
14.0,ReVive me pls,13,13,0,6,3,11,1,54,0
15.0,Dark Matter,12,7,3,11,3,17,2,20 00,0
16.0,RGP,7,17,0,16,4,14,2,180,0
17.0,The Other Guys,7,15,1,17,2,6,0,170,0
18.0,CVS,6,18,1,14,0,15,3,160,0
19.0,MXGamers,5,16,2,10,0,16,0,131,0
20.0,The leftovers,1,19,0,19,0,20,0,190,1
