Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,BP,72,1,13,3,8,1,16,15,3,Lobby 1
2.0,SickerThanYoAvg,40,2,4,20,0,13,0,1,14,Lobby 1
3.0,NBL,35,4,16,7,2,12,3,12,4,Lobby 1
4.0,Sea Of Thieves,35,16,0,2,6,3,0,3,6,Lobby 1
5.0,Never Lucky,34,12,0,1,14,20,0,4,2,Lobby 1
6.0,GNR,33,7,4,16,3,6,5,2,6,Lobby 1
7.0,Spooky Scary,28,10,6,4,7,5,1,14,2,Lobby 1
8.0,2B1C,27,19,0,17,1,2,10,7,4,Lobby 1
9.0,CC,20,6,3,9,1,10,8,13,0,Lobby 1
10.0,SLS,17,15,0,15,2,7,6,5,0,Lobby 1
11.0,BBJ,17,9,0,10,5,4,0,9,1,Lobby 1
12.0,Hi,15,8,0,19,1,18,0,6,9,Lobby 1
13.0,MoJo,15,3,6,12,0,19,0,11,0,Lobby 1
14.0,DoubleD’sAndNick,14,20,0,6,3,11,2,8,3,Lobby 1
15.0,Tijuana Piranas,10,14,0,5,3,17,2,19,0,Lobby 1
16.0,BLitLd Revengers,8,13,2,14,1,16,3,17,0,Lobby 1
17.0,UNL,7,17,1,11,0,14,0,10,2,Lobby 1
18.0,Zero Creativity,6,5,1,18,0,15,0,16,0,Lobby 1
19.0,NEAN,5,11,0,13,0,8,1,18,0,Lobby 1
20.0,Rt66 Bandits,4,18,0,8,0,9,0,20,0,Lobby 1
1.0,BW,84,2,12,16,0,1,16,1,23,Lobby 2
2.0,TSS,37,20,1,1,13,13,6,10,2,Lobby 2
3.0,DUMPERS,34,1,14,19,0,8,4,16,2,Lobby 2
4.0,EST,28,17,3,20,1,2,4,5,7,Lobby 2
5.0,FNG NEW ERA,26,16,0,11,10,6,7,9,3,Lobby 2
6.0,LF,26,7,6,2,3,11,0,6,1,Lobby 2
7.0,CLX,22,9,2,6,0,3,7,11,0,Lobby 2
8.0,Onyx,22,14,0,9,0,7,5,2,2,Lobby 2
9.0,RAWR,21,3,0,7,3,5,0,12,3,Lobby 2
10.0,SDO,20,10,0,17,1,14,0,3,9,Lobby 2
11.0,Kaged,19,5,1,3,3,10,0,13,1,Lobby 2
12.0,Meow Syndicate,17,8,1,4,9,20,0,17,0,Lobby 2
13.0,FROG,17,13,5,10,1,9,3,7,0,Lobby 2
14.0,Select,14,4,4,8,2,18,0,15,0,Lobby 2
15.0,Pickles,14,6,0,15,3,15,1,4,0,Lobby 2
16.0,LZR,12,15,0,5,3,17,0,8,2,Lobby 2
17.0,SCARRA LOVERS,7,12,0,12,0,4,0,20,0,Lobby 2
18.0,Sussy Bakas,4,18,1,13,1,12,0,19,0,Lobby 2
19.0,Moon Boys,2,11,0,14,0,19,0,18,0,Lobby 2
20.0,Vandals,1,19,0,18,0,16,0,14,0,Lobby 2
1.0,AM,75,2,15,1,17,13,5,3,9,Lobby 3
2.0,SUP,66,16,3,2,16,1,15,4,6,Lobby 3
3.0,SHEESH,36,4,5,3,6,11,4,6,5,Lobby 3
4.0,Young Prodigies,35,8,4,4,2,2,10,11,2,Lobby 3
5.0,JOYBOYS,30,3,7,10,0,3,4,8,1,Lobby 3
6.0,Wonderboys,29,1,5,15,0,17,0,2,2,Lobby 3
7.0,WASH,26,14,0,20,1,18,1,1,11,Lobby 3
8.0,CPR Certified,20,10,0,6,0,4,4,7,3,Lobby 3
9.0,BAD,19,7,3,16,3,12,2,5,3,Lobby 3
10.0,BQB,17,5,2,5,0,14,2,9,2,Lobby 3
11.0,ForcesGG,15,11,4,8,2,8,2,10,0,Lobby 3
12.0,Point Theft,12,12,0,9,4,10,1,14,1,Lobby 3
13.0,LM,11,6,5,18,0,20,0,13,2,Lobby 3
14.0,OA,10,17,2,11,3,16,1,12,2,Lobby 3
15.0,Zoo Pals,10,9,0,19,1,7,1,17,3,Lobby 3
16.0,Dark Matter,10,19,0,7,3,5,0,20,0,Lobby 3
17.0,Movement Temple,7,13,0,13,0,9,1,16,2,Lobby 3
18.0,Kings of Chaos,7,15,0,12,2,6,0,18,0,Lobby 3
19.0,Unsigned Talent,6,18,0,14,0,15,2,15,1,Lobby 3
20.0,Console Crutch,4,20,1,17,3,19,0,19,0,Lobby 3
1.0,MOAN,76,1,10,1,6,8,5,1,17,Lobby 4
2.0,LKM,40,11,0,3,3,2,4,3,9,Lobby 4
3.0,SXG,36,10,5,5,9,15,6,7,6,Lobby 4
4.0,RT,35,3,14,17,1,10,6,9,3,Lobby 4
5.0,SMP,33,6,4,14,1,1,8,11,3,Lobby 4
6.0,InevitableGaming,33,16,0,8,5,3,4,2,6,Lobby 4
7.0,LM,32,5,5,2,13,12,0,18,0,Lobby 4
8.0,pub stars,25,4,11,15,3,14,0,10,2,Lobby 4
9.0,O TAMA,25,2,7,18,0,6,5,17,1,Lobby 4
10.0,LVG,22,13,1,4,7,4,3,19,0,Lobby 4
11.0,Alliance Esports,16,18,0,10,0,5,6,6,1,Lobby 4
12.0,TPM,16,9,0,7,4,9,0,4,0,Lobby 4
13.0,The Big 3,13,8,0,11,6,20,0,14,3,Lobby 4
14.0,The Semi Pros,12,15,1,13,0,11,4,5,0,Lobby 4
15.0,NightMare Red,9,14,0,6,1,18,0,13,3,Lobby 4
16.0,Yess,9,7,0,9,1,17,0,16,3,Lobby 4
17.0,Hardstuck10k,8,19,0,19,0,13,4,8,1,Lobby 4
18.0,Shadow Point,7,17,0,20,0,7,4,20,0,Lobby 4
19.0,LNT,2,12,0,16,0,16,0,15,0,Lobby 4
20.0,zyn,2,20,0,12,0,19,0,12,0,Lobby 4
