Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,K1CK,53,6,9,10,7,1,17,18,3,Lobby 1
2.0,Chiefs,47,1,14,3,12,15,0,19,1,Lobby 1
3.0,GOD,38,2,8,20,0,2,6,10,4,Lobby 1
4.0,ORCL,34,3,6,11,3,6,3,3,4,Lobby 1
5.0,SPPI,31,10,2,4,3,8,5,4,7,Lobby 1
6.0,MP,31,19,1,7,6,7,1,2,8,Lobby 1
7.0,SCBS,30,7,1,14,3,4,0,1,5,Lobby 1
8.0,BFG,26,12,3,1,7,14,0,12,1,Lobby 1
9.0,PXL,22,14,0,16,3,5,6,5,4,Lobby 1
10.0,NotoriousFamily,20,8,0,18,0,3,7,14,3,Lobby 1
11.0,SLAP,20,15,0,2,5,13,1,11,2,Lobby 1
12.0,CHI,15,13,2,6,0,18,2,7,4,Lobby 1
13.0,AintInvlbleDream,13,9,5,5,0,12,0,13,0,Lobby 1
14.0,1515,11,20,0,12,0,10,4,15,3,Lobby 1
15.0,BGR,11,18,1,9,4,9,0,9,0,Lobby 1
16.0,Senshi,10,17,0,13,0,16,3,6,3,Lobby 1
17.0,TRIHARD,9,5,0,17,2,19,0,8,1,Lobby 1
18.0,Wisps,7,11,2,19,0,11,0,16,3,Lobby 1
19.0,Tr1peRs,7,4,1,15,0,20,0,17,0,Lobby 1
20.0,SCTA,6,16,3,8,0,17,1,20,0,Lobby 1
1.0,NXB,53,1,6,13,3,3,5,3,12,Lobby 2
2.0,ALKaIIIbI,44,9,1,2,8,1,8,12,3,Lobby 2
3.0,ATK,43,8,1,12,8,2,6,2,7,Lobby 2
4.0,AP,35,6,2,4,6,5,3,5,8,Lobby 2
5.0,OG,27,10,1,1,8,16,3,13,0,Lobby 2
6.0,thr33 stack,26,5,2,18,0,9,0,1,6,Lobby 2
7.0,UTFT,26,2,5,5,0,10,0,6,3,Lobby 2
8.0,Young Squad,25,3,12,16,0,6,0,8,1,Lobby 2
9.0,Sheriffs,22,13,0,8,7,7,7,9,0,Lobby 2
10.0,Explosion,22,7,3,3,3,8,1,7,0,Lobby 2
11.0,itsheazyKuwaSevn,19,16,2,6,4,4,4,15,0,Lobby 2
12.0,TREX,18,12,4,17,1,14,3,10,6,Lobby 2
13.0,PutTitleHere,15,11,7,10,2,13,2,18,0,Lobby 2
14.0,Vidrovszki,15,4,4,11,0,19,0,14,4,Lobby 2
15.0,Proxima,13,17,0,15,3,17,0,4,4,Lobby 2
16.0,Tweetlonger,8,15,0,7,1,12,2,16,0,Lobby 2
17.0,Fluffy Bunnies,7,19,0,14,0,11,5,17,0,Lobby 2
18.0,T3W,6,14,0,9,2,18,0,11,0,Lobby 2
19.0,NMS,4,18,0,19,0,15,3,19,0,Lobby 2
20.0,QualEnjoyers,0,20,0,20,0,20,0,20,0,Lobby 2
1.0,AUS,48,2,12,15,0,1,6,8,6,Lobby 3
