,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 12, 2021 - 12:00 PDTWorld's Edge BenchWarmers Vandals Noble","Round 1 Round 1 September 12, 2021 - 12:00 PDTWorld's Edge BenchWarmers Vandals Noble","Round 2 Round 2 September 12, 2021 - 12:35 PDTWorld's Edge BenchWarmers xD Legacy MX","Round 2 Round 2 September 12, 2021 - 12:35 PDTWorld's Edge BenchWarmers xD Legacy MX","Round 3 Round 3 September 12, 2021 - 13:10 PDTWorld's Edge YouLikeThatMate? Noble Lazarus","Round 3 Round 3 September 12, 2021 - 13:10 PDTWorld's Edge YouLikeThatMate? Noble Lazarus","Round 4 Round 4 September 12, 2021 - 13:45 PDTWorld's Edge BenchWarmers Dudes Night Out Literally Vibing","Round 4 Round 4 September 12, 2021 - 13:45 PDTWorld's Edge BenchWarmers Dudes Night Out Literally Vibing","Round 5 Round 5 September 12, 2021 - 14:20 PDTWorld's Edge Legacy MX BenchWarmers SXG","Round 5 Round 5 September 12, 2021 - 14:20 PDTWorld's Edge Legacy MX BenchWarmers SXG","Round 6 Round 6 September 12, 2021 - 14:55 PDTWorld's Edge Buff Pathfinder BenchWarmers Noble","Round 6 Round 6 September 12, 2021 - 14:55 PDTWorld's Edge Buff Pathfinder BenchWarmers Noble"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,BW,106,112,88,112,1212,45,88,112,77,29,88,29,44
1,2.0,BP,56,54,99,121,22,54,66,170,0,170,33,112,1515
2,3.0,DNO,50,190,11,180,0,73,66,29,88,45,99,54,55
3,4.0,YouLikeThatMate?,46,73,0,63,22,112,1212,45,44,82,11,102,0
4,5.0,xD,45,82,55,29,88,190,0,131,22,54,66,63,55
5,6.0,NBL,44,37,22,170,0,29,66,121,0,92,0,37,1010
6,7.0,LMX,43,111,0,37,33,111,33,111,44,112,88,82,11
7,8.0,LZR,38,45,66,131,0,37,77,82,11,73,55,111,0
8,9.0,CLX,35,102,55,54,77,63,0,63,33,121,11,141,55
9,10.0,SMP,33,63,66,92,44,141,0,102,55,63,11,45,11
10,11.0,SXG,31,200,0,141,33,200,0,141,33,37,1212,121,33
11,12.0,Vandals,27,29,77,151,0,102,0,92,11,111,11,92,11
12,13.0,LVG,21,170,0,45,11,180,0,37,88,160,0,160,0
13,14.0,Never Lucky,16,121,11,82,22,82,22,180,22,131,11,190,22
14,15.0,Dexterous,15,92,33,102,0,160,33,151,44,190,0,200,0
15,16.0,OA,15,131,0,200,0,121,0,54,22,102,0,73,22
16,17.0,Hooiya,14,141,0,73,22,131,0,200,0,151,0,170,66
17,18.0,The Semi Pros,13,160,0,111,33,151,0,73,33,141,0,151,0
18,19.0,CC,9,180,33,190,0,92,33,160,0,200,0,131,0
19,20.0,Titanes,5,151,0,160,33,170,0,190,0,180,11,180,0
