Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,Select,71,3,7,6,10,13,0,1,8,5,12,11,6
2.0,RGP,70,1,9,16,0,2,10,17,0,1,15,12,2
3.0,EQ,53,4,3,12,0,1,12,7,4,4,3,9,3
4.0,RCO,50,6,5,1,10,11,0,3,6,8,1,14,2
5.0,Unsigned Talent,48,20,0,4,4,9,2,2,8,19,1,2,8
6.0,NM,43,5,6,9,2,12,0,9,2,10,0,1,10
7.0,AST,42,17,0,3,6,3,14,14,3,16,1,17,3
8.0,D A B,32,7,7,5,4,5,1,6,4,17,0,8,0
9.0,ReVive me pls,31,8,0,2,7,15,0,5,2,11,2,10,1
10.0,CCE,28,13,8,13,3,20,0,16,1,9,7,5,1
11.0,JackBoyz,28,10,2,14,1,7,0,4,2,3,1,7,1
12.0,Monsters Inc.,27,2,8,19,0,6,3,19,0,12,0,15,2
13.0,Team Savage,26,15,0,11,0,18,0,12,0,2,3,3,4
14.0,Code Cloud,25,14,1,8,2,17,2,15,6,6,5,13,1
15.0,Sussy Bakas,25,12,0,18,1,4,6,13,4,7,1,6,0
16.0,DirtyDingus',19,9,1,20,0,10,1,18,1,13,1,4,5
17.0,MDL,17,18,0,7,2,8,3,8,4,15,0,20,0
18.0,Boston Monsters,11,19,0,10,5,19,0,20,0,18,0,18,4
19.0,Inspired,9,16,0,15,1,14,0,10,2,20,1,16,1
20.0,RL,7,11,4,17,0,16,0,11,0,14,0,19,0
