Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,LM,125,13,6,2,9,1,11,1,16,2,8,1,20
2.0,LVG,55,3,13,4,18,18,0,20,1,12,5,16,5
3.0,FNS,51,2,4,1,5,5,6,17,0,13,1,3,2
4.0,My Neck My Back,50,14,0,15,1,19,0,2,5,1,21,19,0
5.0,DUMPERS,47,4,4,8,4,2,10,13,2,15,1,5,4
6.0,LF,38,1,6,5,4,15,0,4,4,18,0,12,1
7.0,LKM,36,12,0,9,2,14,3,9,3,4,1,2,7
8.0,WASH,28,16,5,17,0,10,9,8,6,17,3,17,1
9.0,ChayKayJay,27,8,1,14,2,9,0,6,0,3,4,6,2
10.0,CAS,26,11,1,19,2,13,1,5,4,6,0,4,4
11.0,EXAgents,24,17,0,12,4,6,1,7,0,14,1,10,8
12.0,Already Peaked,23,19,0,16,0,3,8,16,4,8,0,8,0
13.0,Team Name,23,10,0,3,2,8,3,12,3,19,0,14,2
14.0,Onyx,21,9,2,11,1,17,1,10,5,5,1,13,1
15.0,ROT,20,6,2,6,2,7,0,19,0,11,5,11,0
16.0,New Misfits,20,5,1,18,0,20,0,3,1,7,0,9,2
17.0,OA,19,20,0,7,1,4,2,14,2,20,0,7,2
18.0,Specter,17,7,7,13,0,12,0,15,1,10,1,20,0
19.0,BLitLd Revengers,8,15,3,20,0,16,0,18,0,9,1,15,0
20.0,SLS,6,18,0,10,0,11,2,11,0,16,0,18,0
