Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,LH,67,1,14,5,1,2,10,2,8,Lobby 1
2.0,TX,62,10,11,1,16,8,8,11,10,Lobby 1
3.0,RL.XV,46,5,8,2,9,7,5,6,5,Lobby 1
4.0,April,40,18,0,3,4,3,8,4,9,Lobby 1
5.0,Quentiam,30,2,5,7,7,18,0,9,4,Lobby 1
6.0,StrawberryJam,28,3,5,10,1,16,3,3,3,Lobby 1
7.0,SkarptSinne,27,9,1,13,0,1,8,7,0,Lobby 1
8.0,DREAM,25,4,3,19,0,19,0,1,5,Lobby 1
9.0,RJININ,18,8,1,8,0,4,7,17,1,Lobby 1
10.0,OGL,16,6,1,4,0,6,3,13,0,Lobby 1
11.0,Y105,15,14,2,15,4,17,0,10,5,Lobby 1
12.0,Scythe,13,15,1,11,1,14,3,15,4,Lobby 1
13.0,OC,13,12,2,20,0,9,2,5,2,Lobby 1
14.0,MBTN,11,20,0,9,6,20,0,8,1,Lobby 1
15.0,Sigma Gamers,11,7,1,6,2,12,0,18,1,Lobby 1
16.0,RNG,8,19,0,17,2,5,2,20,0,Lobby 1
17.0,Prestige Elite,6,16,0,14,0,11,1,16,3,Lobby 1
18.0,Team Vicity,5,13,1,16,0,10,0,14,0,Lobby 1
19.0,TEAM MIRACLE,3,11,0,12,0,15,0,19,0,Lobby 1
20.0,Nitrogen Oxide,2,17,0,18,0,13,0,12,0,Lobby 1
1.0,MDY,98,9,3,2,17,1,22,1,21,Lobby 2
2.0,Estrell,40,1,11,6,2,3,1,13,3,Lobby 2
3.0,WAT,37,2,11,12,5,19,2,7,6,Lobby 2
4.0,iON,32,6,1,11,8,8,6,2,2,Lobby 2
5.0,PWLS,30,4,4,3,4,6,5,9,0,Lobby 2
6.0,HOPE,29,17,0,1,8,4,4,18,0,Lobby 2
7.0,IFPD,26,12,4,15,1,2,5,8,3,Lobby 2
8.0,Hardstucks,21,7,1,5,0,5,1,3,1,Lobby 2
9.0,South Cartel,19,5,7,8,3,12,1,15,0,Lobby 2
10.0,END,19,8,2,7,4,9,0,10,4,Lobby 2
11.0,Soosmar slayer,16,14,8,16,0,20,1,5,2,Lobby 2
12.0,Wkey,16,19,0,19,0,10,3,4,6,Lobby 2
13.0,INF,12,18,0,9,3,17,0,6,4,Lobby 2
14.0,Link E-sports,12,3,0,10,1,11,0,11,0,Lobby 2
15.0,Hardstuck D4,9,13,2,4,1,16,0,16,0,Lobby 2
16.0,Astreaks Gaming,9,10,1,20,0,7,2,12,0,Lobby 2
17.0,Happy To Be Here,5,11,0,14,1,15,1,19,0,Lobby 2
18.0,Inferno DRT,4,20,0,13,0,18,3,17,0,Lobby 2
19.0,Noobs UwU,2,16,0,18,0,13,0,14,0,Lobby 2
20.0,team garong,2,15,0,17,0,14,0,20,0,Lobby 2
1.0,WGGxPK,62,8,6,3,9,1,24,15,1,Lobby 3
2.0,GS,57,1,15,18,0,8,0,1,16,Lobby 3
3.0,ANgun,42,11,1,1,7,4,4,4,7,Lobby 3
4.0,AMG TW,32,3,7,4,4,7,0,16,6,Lobby 3
5.0,BadutCompeCeunah,27,12,3,13,3,2,10,17,0,Lobby 3
6.0,DSG,26,10,3,2,8,11,0,13,2,Lobby 3
7.0,Pavlova,24,13,1,17,0,6,4,2,6,Lobby 3
8.0,Juiced,21,2,5,8,0,12,0,7,1,Lobby 3
9.0,SLK,20,7,0,6,7,10,0,5,1,Lobby 3
10.0,QE.NY,19,16,0,15,4,13,2,3,4,Lobby 3
11.0,RL.Genesis,18,4,5,10,1,14,0,9,2,Lobby 3
12.0,Multicultural,15,14,0,5,1,5,2,14,2,Lobby 3
13.0,Antiaa,12,15,1,11,0,3,2,18,0,Lobby 3
14.0,September,9,18,0,9,1,15,3,12,1,Lobby 3
15.0,FTW,8,17,0,7,2,9,0,11,0,Lobby 3
16.0,Lags Fault,8,5,1,19,1,17,0,10,0,Lobby 3
17.0,Speed,6,9,1,16,0,19,0,6,0,Lobby 3
18.0,HEHEHE,5,19,0,14,1,18,0,8,1,Lobby 3
19.0,madzJabol,5,6,1,12,0,16,0,19,0,Lobby 3
20.0,Bxby's,0,20,0,20,0,20,0,20,0,Lobby 3
1.0,DNZ,77,1,14,3,11,1,21,16,0,Lobby 4
2.0,SNG,71,9,3,1,12,2,7,2,17,Lobby 4
3.0,4Thumbs1Arm,55,8,5,6,7,11,6,1,19,Lobby 4
4.0,BTCxWGG,40,5,7,2,7,4,6,12,1,Lobby 4
5.0,BOG,35,2,7,4,0,6,0,3,4,Lobby 4
6.0,Job Seekers,24,6,1,7,4,3,5,13,0,Lobby 4
