,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 13, 2022 - 12:00 SGTStorm Point DNZ Young Horizon (Thai team) Phantom","Round 1 Round 1 March 13, 2022 - 12:00 SGTStorm Point DNZ Young Horizon (Thai team) Phantom","Round 2 Round 2 March 13, 2022 - 12:35 SGTStorm Point Avenger AIC WIBU Chonky Bees","Round 2 Round 2 March 13, 2022 - 12:35 SGTStorm Point Avenger AIC WIBU Chonky Bees","Round 3 Round 3 March 13, 2022 - 13:10 SGTStorm Point 姐妹花 Amuska Jail Kings","Round 3 Round 3 March 13, 2022 - 13:10 SGTStorm Point 姐妹花 Amuska Jail Kings","Round 4 Round 4 March 13, 2022 - 13:45 SGTWorld's Edge CHILL OUT AIC WIBU Avenger","Round 4 Round 4 March 13, 2022 - 13:45 SGTWorld's Edge CHILL OUT AIC WIBU Avenger","Round 5 Round 5 March 13, 2022 - 14:20 SGTWorld's Edge JustEasyTeam Horizon (Thai team) DNZ Young","Round 5 Round 5 March 13, 2022 - 14:20 SGTWorld's Edge JustEasyTeam Horizon (Thai team) DNZ Young","Round 6 Round 6 March 13, 2022 - 14:55 SGTWorld's Edge CHILL OUT Avenger JustEasyTeam","Round 6 Round 6 March 13, 2022 - 14:55 SGTWorld's Edge CHILL OUT Avenger JustEasyTeam"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,AVG,99,4,4,1,16,13,4,3,9,4,11,2,16
1,2.0,DNZY,57,1,16,8,5,17,3,10,7,3,3,20,0
2,3.0,CHILL,53,20,0,13,0,16,0,1,5,5,4,1,15
3,4.0,Horizon,47,2,9,11,2,8,2,7,0,2,6,15,3
4,5.0,AIC WIBU,44,9,4,2,3,14,3,2,8,11,0,5,0
5,6.0,JET,44,8,4,4,5,18,0,14,1,1,6,3,1
6,7.0,JKs,41,11,3,9,3,3,7,11,1,10,4,8,8
7,8.0,姐妹花,38,17,0,19,0,1,8,4,2,9,3,10,4
8,9.0,HAKA,35,5,3,10,3,5,5,8,2,8,8,18,0
9,10.0,Chonky Bees,29,16,2,3,2,7,4,6,4,6,0,12,0
10,11.0,CR4KD,26,10,3,12,0,6,9,9,1,14,3,13,0
11,12.0,AmK,25,13,1,5,8,2,2,19,0,16,0,17,0
12,13.0,Phantom,24,3,2,14,0,12,0,5,4,19,0,6,2
13,14.0,END2,20,14,4,18,1,19,0,17,5,17,4,14,4
14,15.0,DRG,19,7,0,17,0,4,2,12,1,12,0,4,1
15,16.0,WARTX,17,18,0,6,0,9,2,15,0,18,0,7,6
16,17.0,MXT,16,19,2,7,6,10,3,20,0,20,0,19,0
17,18.0,Lowkey,13,6,0,16,1,15,1,13,3,13,1,11,0
18,19.0,SXT,12,12,0,20,0,20,0,18,2,7,4,9,0
19,20.0,NOPLAY2,11,15,1,15,3,11,1,16,0,15,2,16,0
