Standings,Team.1,Total
1.0,Nooobix,69
2.0,Plombralicious,45
3.0,GOD,42
4.0,SCTA,35
5.0,Sxercise,33
6.0,RAT,30
7.0,K1CK,29
8.0,SUETA,25
9.0,Controller City,19
10.0,SPL,18
11.0,KsT Team,16
12.0,SHEESH,12
13.0,AilTéTé,12
14.0,Misfits,9
15.0,Duck Goes Quack,7
16.0,3GallicRoosters,6
17.0,Shieldmaiden,5
18.0,SS,4
