Standings,Team.1,Total
1.0,NMS,76
2.0,Undertaker,51
3.0,3 Jabronies,35
4.0,Bacalhau,35
5.0,Aesir,30
6.0,BFG,30
7.0,1515,22
8.0,SPPI,19
9.0,DoubleuandL,17
10.0,Monkey Milkers,16
11.0,ahahhah,16
12.0,NF X,14
13.0,ZenTeX eSports,12
14.0,KWK,12
15.0,Wild Boars,6
16.0,Rayquaza Shiny,2
17.0,PivoEnjoyers,0
18.0,Elver Galarga,0
