Standings,Team.1,Total
1.0,PRSTS,63
2.0,Ragshack Bangers,58
3.0,ThatsaYouProblem,42
4.0,CHI,37
5.0,Explosion,31
6.0,Beams Only,26
7.0,fifth grader,26
8.0,Exiled,23
9.0,SCBS,21
10.0,KIMADAZ,21
11.0,SVR,16
12.0,Skill Gap,9
13.0,DidzGhiott,9
14.0,SA Legends,8
15.0,Kids With Candy,5
16.0,Noobs In Town,4
17.0,Ovar Esport,2
