Standings,Team.1,Total
1.0,AP,65
2.0,GIGI,52
3.0,BCG,43
4.0,MOB INT,42
5.0,7Hologram,36
6.0,SMS,36
7.0,Royal Mooses,28
8.0,Excellent Era,22
9.0,MantaX,16
10.0,LegitGoats,15
11.0,Nobody,15
12.0,Phoenix,14
13.0,INEX,9
14.0,47 squad,8
15.0,TAG,6
16.0,420SwampWarriors,5
17.0,Helheim E-sport,5
18.0,Profi PUPS,5
