Standings,Team.1,Total
1.0,RNGBless,58
2.0,bykva U,55
3.0,Exalty,43
4.0,WhyUs,38
5.0,AAS,34
6.0,Wisps,33
7.0,Reapers of death,32
8.0,SeXy Chonks,17
9.0,NoWayFzB,16
10.0,HEROES ESPORT,16
11.0,MALE,15
12.0,WRG,11
13.0,Sapere Aude,10
14.0,TILT,10
15.0,YoKaï,8
16.0,AimAssistRed,5
17.0,OXR,5
