Standings,Team.1,Total
1.0,BOOBA,52
2.0,JIGSAW,39
3.0,MF,36
4.0,FaTuttoilPad,31
5.0,NIBL,30
6.0,Siliciler,29
7.0,Enoughandmore,27
8.0,T3W,24
9.0,Vagabonds,23
10.0,FIRE CLAN,23
11.0,Quartis,21
12.0,Acid Papis,19
13.0,TororosGang,16
14.0,HunApexPredators,11
15.0,Triangle Mafia,10
16.0,n00rmiki,8
17.0,ENDSARZZ,4
