Standings,Team.1,Total
1.0,Tweetlonger,67
2.0,HNY,61
3.0,ATK,57
4.0,DI,47
5.0,HLDC,40
6.0,Aspirateur,21
7.0,69IQ,20
8.0,TRIADA,16
9.0,BlueCheeseGaming,14
10.0,LPm,12
11.0,SirCollyLemonz,8
12.0,Over The Top Sgv,7
13.0,pull up gang,7
14.0,Icedentz,6
15.0,NPS,5
16.0,Simply_E_Sports,5
17.0,Bikes,5
18.0,FulL on TilT!,0
