Standings,Team.1,Total
1.0,BGR,86
2.0,TD,63
3.0,Team SiMo,44
4.0,Weebs Out,36
5.0,edit,35
6.0,Justthreeplayers,33
7.0,CHOC,27
8.0,White Clover,23
9.0,DASK,12
10.0,First in Battle,11
11.0,Moin Myster,10
12.0,Looking4Wingman,8
13.0,Precise Hornets,8
14.0,So Basically,8
15.0,Escuella,5
16.0,WashedUpShitters,4
17.0,RareBar™,4
18.0,TAW Rampage,4
