,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,TX,72,72
1,2.0,HeadHunters,45,4
2,3.0,PG,41,41
3,4.0,iON,40,40
4,5.0,WGGxPK,38,38
5,6.0,MBTN,36,36
6,7.0,QE.NY,33,33
7,8.0,South Cartel,22,22
8,9.0,EVO BERZ,21,21
9,10.0,Antiaa,15,15
10,11.0,RJININ,14,14
11,12.0,StrawberryJam,11,11
12,13.0,Bot Bot,11,11
13,14.0,DifferentBreed,10,10
14,15.0,Team Shinigami,8,8
15,16.0,Nim Nim Esport,4,4
16,17.0,BTCxWGG,4,4
17,18.0,NMLS,2,2
18,19.0,Tomato town,1,1
19,20.0,Haiya,1,1
