Standings,Team.1,Total
1.0,AST,124
2.0,Onyx,43
3.0,xD,40
4.0,LVG,39
5.0,CC,27
6.0,Dawn of Legends,23
7.0,BRONZELASTSEASON,21
8.0,Kraken,16
9.0,Aim Assist GG,15
10.0,Inglorious,15
11.0,Good Vibes,14
12.0,Lunas Superiores,12
13.0,Net,12
14.0,Poutine Taco,10
15.0,True SightENT,9
16.0,Washed Bois,8
17.0,Conquest Gaming,6
18.0,UMBC Retrievers,6
19.0,Jump out boys,3
20.0,Vendetta,1
