Standings,Team.1,Total
1.0,NVKT,63
2.0,EST,56
3.0,NM,39
4.0,Distruttori Team,37
5.0,Sniper Meta,36
6.0,Tijuana Piranas,35
7.0,MAP,24
8.0,1 vs Lobby,23
9.0,2 Zoomers1boomer,21
10.0,The Big 3,19
11.0,Vault Hunters,17
12.0,Impulsive Gaming,15
13.0,Team Boomer,8
14.0,Dominators,7
15.0,Guys Being Dudes,5
16.0,EKO,3
17.0,KThrewLife,2
18.0,Team SlamJam,2
19.0,Cod kids,1
20.0,Watson 2 Strong,0
