Standings,Team.1,Total
1.0,Lonely Fans,81
2.0,RT,53
3.0,Unlucky,43
4.0,En corto Garmers,39
5.0,Corruption,26
6.0,Dunk Squad,21
7.0,Los Hefes,21
8.0,trippinoncables,21
9.0,TAG NA,20
10.0,Laggy 'n Rollers,19
11.0,Mid Piece,17
12.0,Captains,13
13.0,ChayKayJay,13
14.0,LF,12
15.0,Zachs Chest Hair,12
16.0,Kaged,10
17.0,Them Boiz,6
18.0,The Other Guys,5
19.0,Eternal x Beasts,4
20.0,Spood Beest,4
