Standings,Team.1,Total
1.0,SXG,69
2.0,My Neck My Back,53
3.0,NBL,46
4.0,AGLY,32
5.0,Team Sanitizer,30
6.0,gibbyhands,23
7.0,On They Ayy,23
8.0,The Semi Pros,23
9.0,SBD,22
10.0,Titanes,20
11.0,Phantom Troupe,19
12.0,CGG,17
13.0,Dream,13
14.0,LadyandTheTramps,13
15.0,Bloodline,10
16.0,StepBros,7
17.0,Faithwithhope,7
18.0,Alfa Lobo,6
19.0,Apex Quarentine,1
20.0,Oasis,0
