Standings,Team.1,Total
1.0,Jacked and Tan,106
2.0,UORG,47
3.0,GearsKidsonApex,31
4.0,MoJo,29
5.0,Specter,29
6.0,Raised By Wolves,23
7.0,Black Panthers,22
8.0,Elation Esports,22
9.0,G7 Legends,18
10.0,WPH,18
11.0,4 Told,17
12.0,Onyx,17
13.0,Chefs,14
14.0,MoonStone,9
15.0,CastAways,6
16.0,Sopa de Mancos,5
17.0,SolarImpact,2
18.0,BobaBallers,2
19.0,Lights Out,0
20.0,TTN ALPHA,0
