Standings,Team.1,Total
1.0,2B1C,68
2.0,ForcesGG,65
3.0,PUBS,61
4.0,BOT,49
5.0,WASH,37
6.0,RISK,21
7.0,Hold The Door,20
8.0,Filii Martis,20
9.0,LNT,17
10.0,Yess,14
11.0,Anfield,12
12.0,ATRX,12
13.0,Shady Kings,11
14.0,UnderWorldGaming,11
15.0,Team_Supr3me,7
16.0,Tater,6
17.0,TheCerealKillers,6
18.0,RLP,4
19.0,NoGiveupGaming,2
20.0,Dark Matter,2
