Standings,Team.1,Total
1.0,YouLikeThatMate?,108
2.0,4Fun,47
3.0,"You stay, I go",44
4.0,BBJ,38
5.0,ASE,32
6.0,LMX,29
7.0,LuxuryRose,22
8.0,CatDog,22
9.0,JustSomeWarriors,18
10.0,oni,17
11.0,Unlucky Players,14
12.0,Buck Town Squad,9
13.0,InevitableGaming,7
14.0,H4GAMING,7
15.0,Mexican Demons,6
16.0,The Stinkies,6
17.0,Anger Of Nubs,5
18.0,Eleventh Squad,4
19.0,Hardstuck Plat,2
20.0,All The Smoke,0
