Standings,Team.1,Total
1.0,MOAN,84
2.0,Aisle 5,56
3.0,ZERO,41
4.0,BQB,40
5.0,NightMare Red,35
6.0,Coconut Island,31
7.0,Lorax,25
8.0,Exoterran Y,21
9.0,Savage Misfits,17
10.0,Alliance Esports,16
11.0,Razer 3dge Black,10
12.0,AEG Esports,10
13.0,Vertic,10
14.0,L1FT,10
15.0,OnTheRocks,9
16.0,Swagnificent,9
17.0,Deathbox Hunters,7
18.0,Audio Visual,6
19.0,Sokudo Plus,5
20.0,Koatl esports,3
