Standings,Team.1,Total
1.0,Dark Matter,60
2.0,Content Squad,49
3.0,Movement Temple,41
4.0,Blockbuster,39
5.0,Team Name,35
6.0,UNDD,29
7.0,TeamDreams,23
8.0,JOYBOYS,23
9.0,Plimbo,20
10.0,Wonderboys,18
11.0,NOXIOUS,18
12.0,PradoHouseCigar,18
13.0,Buds and Beer,17
14.0,Iron Giant,14
15.0,DarkRoyalNation,13
16.0,Evil Eye,10
17.0,Miso Hate Club,3
18.0,Spacelanders,2
19.0,Just The Boys,2
20.0,TAT,1
