Standings,Team.1,Total
1.0,DNO,123
2.0,ING,49
3.0,2Sticks1Musician,40
4.0,Hooiya,30
5.0,ROT,23
6.0,Controller Bots,20
7.0,TOAOS GG,20
8.0,Apex orphans,15
9.0,Hardstuck10k,14
10.0,Nobody,13
11.0,Tokyo manji,12
12.0,Shadow Point,12
13.0,XcellentEra,12
14.0,Kaen Esports,10
15.0,Bull Gang,10
16.0,The Monke Men,9
17.0,Kox Gaming,9
18.0,Monke Mode 3B,9
19.0,UBC Blue,1
20.0,Forever Gaming,1
