,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 April 9, 2022 - 15:00 EDTStorm Point Mystical KingsCanyon Barderos","Round 1 Round 1 April 9, 2022 - 15:00 EDTStorm Point Mystical KingsCanyon Barderos","Round 2 Round 2 April 9, 2022 - 15:30 EDTStorm Point Coffe Team 2k ping Os Minhauu","Round 2 Round 2 April 9, 2022 - 15:30 EDTStorm Point Coffe Team 2k ping Os Minhauu","Round 3 Round 3 April 9, 2022 - 16:00 EDTStorm Point SapoPerros Time variat Auto eGIRLS açai","Round 3 Round 3 April 9, 2022 - 16:00 EDTStorm Point SapoPerros Time variat Auto eGIRLS açai","Round 4 Round 4 April 9, 2022 - 16:30 EDTWorld's Edge Aimassit Team eGIRLS açai Coffe Team","Round 4 Round 4 April 9, 2022 - 16:30 EDTWorld's Edge Aimassit Team eGIRLS açai Coffe Team","Round 5 Round 5 April 9, 2022 - 17:00 EDTWorld's Edge Coffe Team G.O.A.T. AK47","Round 5 Round 5 April 9, 2022 - 17:00 EDTWorld's Edge Coffe Team G.O.A.T. AK47","Round 6 Round 6 April 9, 2022 - 17:30 EDTWorld's Edge SINS FIREDRAGON G.O.A.T. Aimassit Team","Round 6 Round 6 April 9, 2022 - 17:30 EDTWorld's Edge SINS FIREDRAGON G.O.A.T. Aimassit Team"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,COFFE,81,6,5,1,14,15,0,3,5,1,15,5,3
1,2.0,eGIRLS,80,5,11,9,5,3,14,2,8,11,5,4,9
2,3.0,AIM,57,8,2,5,5,9,1,1,9,7,3,3,7
3,4.0,KC,49,2,8,8,6,5,6,6,1,5,4,11,1
4,5.0,GOAT,41,17,0,13,1,4,0,5,7,2,0,2,5
5,6.0,AK47,39,4,5,16,3,18,0,12,3,3,12,6,0
6,7.0,SP,37,12,3,15,0,1,13,9,5,16,0,0,0
7,8.0,TVA,33,7,4,7,0,2,4,13,3,12,0,8,3
8,9.0,SFD,32,11,0,4,2,17,0,18,0,6,2,1,7
9,10.0,Mystical,29,1,10,17,0,14,0,11,3,13,0,14,0
10,11.0,VsG,26,15,1,6,6,12,0,7,2,4,2,9,0
11,12.0,FL,24,9,1,12,3,7,4,8,3,15,0,13,3
12,13.0,2k ping,24,18,0,2,0,8,2,4,0,10,0,10,2
13,14.0,Barderos,21,3,4,11,1,11,6,15,0,0,0,0,0
14,15.0,Os Minhauu,17,16,0,3,4,13,2,16,0,9,0,15,0
15,16.0,TERM,16,19,0,10,3,6,0,14,0,14,0,7,3
16,17.0,QUAS,7,14,0,14,0,16,0,10,0,8,0,12,0
17,18.0,NVS,4,10,0,19,0,10,0,17,0,0,0,0,0
18,19.0,DEMON,1,13,0,18,0,0,0,0,0,0,0,0,0
19,20.0,9EX,0,0,0,0,0,0,0,0,0,0,0,0,0
