Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,NBL,55,2,10,13,4,13,3,3,20,Lobby 1
2.0,Inevitable Gaming,46,4,1,2,4,1,12,17,3,Lobby 1
3.0,CIMJ,44,6,6,18,1,2,8,2,8,Lobby 1
4.0,CPR Certified,39,18,2,6,11,15,5,1,5,Lobby 1
5.0,Unsigned Talent,38,3,5,4,7,3,4,8,1,Lobby 1
6.0,GNR,32,9,5,1,6,17,1,5,2,Lobby 1
7.0,MOAN,30,5,4,8,6,12,3,6,7,Lobby 1
8.0,RCO,26,1,8,14,0,7,0,10,0,Lobby 1
9.0,Dark Matter,24,7,4,10,0,6,3,4,4,Lobby 1
10.0,Sussy Bakas,18,12,3,11,0,5,8,13,0,Lobby 1
11.0,SJP,17,14,0,3,7,10,0,18,0,Lobby 1
12.0,Code Cloud,15,15,2,9,6,14,2,15,0,Lobby 1
13.0,Siracha,12,20,0,15,3,18,3,7,2,Lobby 1
14.0,Shadow Point,9,10,1,12,2,16,0,11,2,Lobby 1
15.0,1 vs Lobby,9,8,1,16,3,9,0,12,0,Lobby 1
16.0,Young Prodigies,8,13,2,20,0,11,1,16,3,Lobby 1
17.0,pub stars,8,11,2,17,0,4,0,19,0,Lobby 1
18.0,Hooiya,7,16,1,5,0,19,1,14,0,Lobby 1
19.0,Evil Eye,6,19,0,7,1,20,0,9,0,Lobby 1
20.0,CCE,5,17,0,19,0,8,3,20,0,Lobby 1
1.0,LM,59,2,6,3,4,8,9,3,15,Lobby 2
2.0,LMX,47,7,3,1,9,14,0,1,7,Lobby 2
3.0,BP,38,1,9,13,7,6,3,10,1,Lobby 2
4.0,LVG,37,3,6,8,3,3,8,14,3,Lobby 2
5.0,BAD,30,14,3,5,2,5,2,2,5,Lobby 2
6.0,LKM,26,8,3,2,7,12,2,8,0,Lobby 2
7.0,UNL,26,20,0,17,0,1,6,6,5,Lobby 2
8.0,OA,24,10,10,11,2,11,2,5,2,Lobby 2
9.0,Onyx,24,9,0,6,4,7,9,13,2,Lobby 2
10.0,ChayKayJay,23,6,3,7,2,2,2,11,0,Lobby 2
11.0,CLX,20,11,4,10,5,4,3,16,0,Lobby 2
12.0,Zoo Pals,18,19,1,4,7,17,1,9,2,Lobby 2
13.0,WASH,16,4,5,20,2,15,0,17,3,Lobby 2
14.0,MAP,13,15,1,15,0,10,1,4,2,Lobby 2
15.0,Undisputed,12,12,1,9,1,9,4,15,0,Lobby 2
16.0,Chosen Legacy,11,18,1,12,0,18,2,7,4,Lobby 2
17.0,L1FT,6,16,3,16,1,13,0,12,0,Lobby 2
18.0,UNDD,5,5,1,19,0,19,0,18,0,Lobby 2
19.0,Meow Syndicate,2,13,0,18,0,16,0,19,1,Lobby 2
20.0,Monsters Inc.,2,17,0,14,1,20,0,20,0,Lobby 2
1.0,My Neck My Back,68,11,11,4,11,2,7,1,12,Lobby 3
2.0,BW,59,2,11,1,12,7,4,9,6,Lobby 3
3.0,YouLikeThatMate?,58,1,4,3,2,1,16,12,4,Lobby 3
4.0,SHEESH,47,3,1,12,0,4,11,2,13,Lobby 3
5.0,O TAMA,24,16,0,5,6,5,6,11,3,Lobby 3
6.0,Sussy Bakas,24,4,8,7,4,12,0,7,0,Lobby 3
7.0,SUP,23,7,1,13,4,17,0,3,7,Lobby 3
8.0,AST,22,5,2,2,6,15,0,16,0,Lobby 3
9.0,CAS,21,13,3,8,0,3,4,5,0,Lobby 3
10.0,2B1C,19,6,9,20,0,10,0,8,3,Lobby 3
11.0,EST,14,14,3,17,0,8,1,4,2,Lobby 3
12.0,Point Theft,13,18,0,14,0,6,4,10,3,Lobby 3
13.0,Strive,12,8,1,9,3,14,0,6,0,Lobby 3
14.0,xD,8,19,1,6,2,18,2,18,0,Lobby 3
15.0,ActionFiveNews,7,12,0,10,1,11,0,13,1,Lobby 3
16.0,Wonderboys,6,9,0,16,0,9,1,15,0,Lobby 3
17.0,Specter,4,20,0,18,3,13,0,17,0,Lobby 3
18.0,The Big 3,4,15,0,15,0,19,1,14,0,Lobby 3
19.0,Team Name,3,10,1,19,0,16,0,20,0,Lobby 3
20.0,Titanes,1,17,0,11,0,20,0,19,0,Lobby 3
1.0,AM,74,1,15,7,8,1,16,6,5,Lobby 4
2.0,NEAN,62,3,9,2,7,4,8,4,12,Lobby 4
3.0,SMP,44,13,0,1,9,11,0,1,9,Lobby 4
4.0,BQB,42,2,10,16,0,2,4,9,8,Lobby 4
5.0,DUMPERS,22,11,5,9,3,7,3,10,3,Lobby 4
6.0,Select,22,18,2,5,4,16,0,2,3,Lobby 4
7.0,LF,21,7,3,13,3,13,2,5,4,Lobby 4
8.0,TPM,21,4,2,10,3,10,2,7,2,Lobby 4
9.0,Veracity,18,9,0,3,5,15,0,8,1,Lobby 4
10.0,Tijuana Piranas,17,5,0,14,2,19,1,3,2,Lobby 4
11.0,Plimbo,14,20,0,4,2,5,2,20,1,Lobby 4
12.0,LNT,14,8,2,8,0,3,0,14,0,Lobby 4
13.0,RL,13,10,0,18,3,6,1,12,3,Lobby 4
14.0,Packet Loss,13,6,2,6,3,12,0,13,0,Lobby 4
15.0,MTY,11,17,0,12,0,9,8,17,0,Lobby 4
16.0,2 Zoomers1boomer,10,12,2,15,2,8,1,11,0,Lobby 4
17.0,NightMare Red,8,15,0,20,0,17,4,16,3,Lobby 4
18.0,USAE,3,16,1,19,0,14,1,18,0,Lobby 4
19.0,JOYBOYS,2,14,0,17,0,18,0,15,0,Lobby 4
20.0,New Legends E,1,19,0,11,0,20,0,19,0,Lobby 4
