,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 2, 2021 - 14:20 SGTWorld's Edge DNZ BOSS GOLD Nameless","Round 1 Round 1 October 2, 2021 - 14:20 SGTWorld's Edge DNZ BOSS GOLD Nameless","Round 2 Round 2 October 2, 2021 - 14:55 SGTWorld's Edge SnG BTCxWGG DNZ","Round 2 Round 2 October 2, 2021 - 14:55 SGTWorld's Edge SnG BTCxWGG DNZ","Round 3 Round 3 October 2, 2021 - 15:30 SGTWorld's Edge DNZ SnG Job Seekers","Round 3 Round 3 October 2, 2021 - 15:30 SGTWorld's Edge DNZ SnG Job Seekers","Round 4 Round 4 October 2, 2021 - 16:05 SGTWorld's Edge 4Thumbs1Arm SnG BOSS GOLD","Round 4 Round 4 October 2, 2021 - 16:05 SGTWorld's Edge 4Thumbs1Arm SnG BOSS GOLD"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,DNZ,77,1,14,3,11,1,21,16,0
1,2.0,SNG,71,9,3,1,12,2,7,2,17
2,3.0,4Thumbs1Arm,55,8,5,6,7,11,6,1,19
3,4.0,BTCxWGG,40,5,7,2,7,4,6,12,1
4,5.0,BOG,35,2,7,4,0,6,0,3,4
5,6.0,Job Seekers,24,6,1,7,4,3,5,13,0
6,7.0,NMLS,20,3,6,12,0,12,3,9,0
7,8.0,EVO BERZ,19,12,3,8,4,20,0,4,4
8,9.0,LAG,18,10,3,9,3,5,1,8,1
9,10.0,PG,17,7,2,5,3,16,1,7,1
10,11.0,Bocah bar bar,13,18,0,16,0,7,5,6,2
11,12.0,Pagan Patrol,11,4,0,11,0,8,2,11,0
12,13.0,Keep it 100,10,14,0,17,4,13,0,5,0
13,14.0,WINGS,7,15,0,10,1,15,0,14,1
14,15.0,Prey,5,17,1,13,0,17,0,10,1
15,16.0,GOD OF DREAM,4,13,3,20,0,19,0,20,0
16,17.0,67 Richter,4,11,0,15,0,18,1,15,0
17,18.0,Lunatics,3,20,0,19,1,10,0,18,0
18,19.0,Exusiai,3,16,0,14,0,9,0,17,0
19,20.0,DESI,1,19,0,18,0,14,0,20,0
