,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 2, 2021 - 14:20 SGTWorld's Edge Golden Sage Juiced AFTERMATH Gaming Taiwan","Round 1 Round 1 October 2, 2021 - 14:20 SGTWorld's Edge Golden Sage Juiced AFTERMATH Gaming Taiwan","Round 2 Round 2 October 2, 2021 - 14:55 SGTWorld's Edge ANgun Disorganized WGGxPK","Round 2 Round 2 October 2, 2021 - 14:55 SGTWorld's Edge ANgun Disorganized WGGxPK","Round 3 Round 3 October 2, 2021 - 15:30 SGTWorld's Edge WGGxPK BadutCompeCeunah Antiaa","Round 3 Round 3 October 2, 2021 - 15:30 SGTWorld's Edge WGGxPK BadutCompeCeunah Antiaa","Round 4 Round 4 October 2, 2021 - 16:05 SGTWorld's Edge Golden Sage Pavlova QUINCE NANYANG","Round 4 Round 4 October 2, 2021 - 16:05 SGTWorld's Edge Golden Sage Pavlova QUINCE NANYANG"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,WGGxPK,62,8,6,3,9,1,24,15,1
1,2.0,GS,57,1,15,18,0,8,0,1,16
2,3.0,ANgun,42,11,1,1,7,4,4,4,7
3,4.0,AMG TW,32,3,7,4,4,7,0,16,6
4,5.0,BadutCompeCeunah,27,12,3,13,3,2,10,17,0
5,6.0,DSG,26,10,3,2,8,11,0,13,2
6,7.0,Pavlova,24,13,1,17,0,6,4,2,6
7,8.0,Juiced,21,2,5,8,0,12,0,7,1
8,9.0,SLK,20,7,0,6,7,10,0,5,1
9,10.0,QE.NY,19,16,0,15,4,13,2,3,4
10,11.0,RL.Genesis,18,4,5,10,1,14,0,9,2
11,12.0,Multicultural,15,14,0,5,1,5,2,14,2
12,13.0,Antiaa,12,15,1,11,0,3,2,18,0
13,14.0,September,9,18,0,9,1,15,3,12,1
14,15.0,FTW,8,17,0,7,2,9,0,11,0
15,16.0,Lags Fault,8,5,1,19,1,17,0,10,0
16,17.0,Speed,6,9,1,16,0,19,0,6,0
17,18.0,HEHEHE,5,19,0,14,1,18,0,8,1
18,19.0,madzJabol,5,6,1,12,0,16,0,19,0
19,20.0,Bxby's,0,20,0,20,0,20,0,20,0
