,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 December 5, 2021 - 12:00 BRTWorld's Edge Alpha Intelligence Esports 4BIDDEN Sunset raven's","Round 1 Round 1 December 5, 2021 - 12:00 BRTWorld's Edge Alpha Intelligence Esports 4BIDDEN Sunset raven's","Round 2 Round 2 December 5, 2021 - 12:35 BRTWorld's Edge AK47 O3 4BIDDEN","Round 2 Round 2 December 5, 2021 - 12:35 BRTWorld's Edge AK47 O3 4BIDDEN","Round 3 Round 3 December 5, 2021 - 13:10 BRTWorld's Edge Alpha Intelligence Esports Mafia Legends Brotherhood","Round 3 Round 3 December 5, 2021 - 13:10 BRTWorld's Edge Alpha Intelligence Esports Mafia Legends Brotherhood","Round 4 Round 4 December 5, 2021 - 13:45 BRTWorld's Edge Alpha Intelligence Esports CerditosMacabeos MFL-Escape","Round 4 Round 4 December 5, 2021 - 13:45 BRTWorld's Edge Alpha Intelligence Esports CerditosMacabeos MFL-Escape","Round 5 Round 5 December 5, 2021 - 14:20 BRTWorld's Edge Team Ravens 4BIDDEN Alpha Intelligence Esports","Round 5 Round 5 December 5, 2021 - 14:20 BRTWorld's Edge Team Ravens 4BIDDEN Alpha Intelligence Esports","Round 6 Round 6 December 5, 2021 - 14:55 BRTWorld's Edge 4BIDDEN Green Umbrella Gaming MFL-Escape","Round 6 Round 6 December 5, 2021 - 14:55 BRTWorld's Edge 4BIDDEN Green Umbrella Gaming MFL-Escape"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,4BIDDEN,105,2,11,3,13,16,3,6,5,2,12,1,21
1,2.0,AIE,86,1,9,18,0,1,12,1,15,3,6,11,0
2,3.0,SST,55,3,13,4,7,8,5,16,0,14,3,4,7
3,4.0,AK47,47,10,4,1,9,9,3,15,0,10,3,5,5
4,5.0,RAV,44,9,4,12,0,12,2,5,6,1,10,9,0
5,6.0,G.O.A.T Amber,36,4,8,9,3,18,3,9,7,13,4,17,1
6,7.0,Mafia Legends,36,17,0,15,0,2,8,4,9,17,0,6,1
7,8.0,BTH,35,12,0,6,8,3,10,14,0,12,3,13,0
8,9.0,MFL-Escape,30,18,0,13,0,5,1,3,3,4,2,3,0
9,10.0,NAVY,28,5,2,10,4,6,1,10,0,6,2,8,3
10,11.0,O3,28,6,1,2,3,7,1,8,0,8,0,7,1
11,12.0,CerditosMacabeos,26,14,0,8,1,11,0,2,2,5,4,12,1
12,13.0,GUG,22,19,0,17,0,10,0,7,1,7,0,2,4
13,14.0,Mystical,13,7,0,7,2,4,0,0,0,0,0,0,0
14,15.0,PVP,10,15,0,5,1,13,0,12,0,9,0,16,0
15,16.0,TBG,8,11,0,19,0,14,0,17,0,15,0,15,4
16,17.0,TCS,7,8,1,14,2,19,0,0,0,11,0,18,0
17,18.0,OSO,7,16,0,11,1,15,1,11,0,16,0,10,0
18,19.0,QUAS,6,13,0,16,0,17,0,13,1,18,0,14,2
19,20.0,pointbreakteam,0,20,0,20,0,20,0,0,0,0,0,0,0
