,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 12, 2022 - 14:00 SGTWorld's Edge NOPLAY2 InspirationX Hakatsukasa","Round 1 Round 1 March 12, 2022 - 14:00 SGTWorld's Edge NOPLAY2 InspirationX Hakatsukasa","Round 2 Round 2 March 12, 2022 - 14:30 SGTWorld's Edge JustEasyTeam Phantom Hakatsukasa","Round 2 Round 2 March 12, 2022 - 14:30 SGTWorld's Edge JustEasyTeam Phantom Hakatsukasa","Round 3 Round 3 March 12, 2022 - 15:00 SGTWorld's Edge Avenger okok Phantom","Round 3 Round 3 March 12, 2022 - 15:00 SGTWorld's Edge Avenger okok Phantom","Round 4 Round 4 March 12, 2022 - 15:30 SGTStorm Point JustEasyTeam Hakatsukasa Sanity","Round 4 Round 4 March 12, 2022 - 15:30 SGTStorm Point JustEasyTeam Hakatsukasa Sanity","Round 5 Round 5 March 12, 2022 - 16:00 SGTStorm Point Avenger Hakatsukasa iON RYU","Round 5 Round 5 March 12, 2022 - 16:00 SGTStorm Point Avenger Hakatsukasa iON RYU","Round 6 Round 6 March 12, 2022 - 16:30 SGTStorm Point 姐妹花 AIC WIBU iON RYU","Round 6 Round 6 March 12, 2022 - 16:30 SGTStorm Point 姐妹花 AIC WIBU iON RYU"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,AVG,85,9,4,4,13,1,16,12,9,1,10,11,0
1,2.0,HAKA,74,3,2,3,14,7,0,2,12,2,8,8,1
2,3.0,JET,62,7,6,1,10,9,0,1,7,9,1,5,3
3,4.0,NOPLAY2,48,1,11,6,2,12,2,15,3,6,3,9,5
4,5.0,姐妹花,44,6,4,11,2,4,4,19,0,12,4,1,8
5,6.0,Phantom,43,17,0,2,3,3,5,4,1,17,0,4,8
6,7.0,END2,42,5,6,16,0,11,5,5,12,11,5,10,2
7,8.0,Chonky Bees,33,12,0,7,4,14,0,10,6,4,4,15,6
8,9.0,Horizon,31,10,6,15,4,6,3,14,0,8,9,17,0
9,10.0,AIC WIBU,29,14,2,12,0,16,0,17,0,5,4,2,8
10,11.0,iONR,29,19,0,17,0,8,3,11,0,3,6,3,3
11,12.0,OGL,28,4,4,5,1,15,0,8,3,15,0,6,4
12,13.0,okok,24,16,0,10,3,2,3,6,2,14,0,13,0
13,14.0,ZeroTwo,23,11,0,14,0,5,8,7,1,20,1,12,3
14,15.0,INX,21,2,7,18,0,10,3,16,0,16,0,19,0
15,16.0,Sanity,17,15,0,13,0,20,0,3,2,7,3,20,0
16,17.0,September,15,18,0,19,0,13,3,9,0,18,0,7,6
17,18.0,MWB,15,8,4,9,2,18,2,18,0,10,0,14,0
18,19.0,iON,5,20,0,8,0,19,1,13,1,19,0,18,0
19,20.0,Incarnate,2,13,0,20,0,17,0,20,0,13,0,16,0
