,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge BearClaw Gaming AllPlanned WhyUs","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge BearClaw Gaming AllPlanned WhyUs","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge AAS Morning Stars Excellent Era","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge AAS Morning Stars Excellent Era","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BearClaw Gaming Morning Stars AAS","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BearClaw Gaming Morning Stars AAS","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge BearClaw Gaming GIGI RNGBless","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge BearClaw Gaming GIGI RNGBless"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,BCG,80,1,13,5,10,1,9,1,8
1,2.0,GIGI,62,18,1,16,0,4,25,2,22
2,3.0,SMS,56,5,6,2,14,2,9,12,4
3,4.0,AAS,36,12,3,1,7,3,0,6,3
4,5.0,bykva U,23,4,7,8,6,18,0,10,1
5,6.0,WhyUs,22,3,5,6,2,16,0,8,3
6,7.0,AP,22,2,4,7,1,15,1,9,1
7,8.0,Wisps,20,10,4,10,3,9,3,5,0
8,9.0,NoWayFzB,18,6,0,4,2,8,2,13,3
9,10.0,RNGBless,18,9,4,17,0,10,1,3,2
10,11.0,Excellent Era,18,7,0,3,1,7,0,7,1
11,12.0,MOB INT,15,15,1,11,2,14,0,4,4
12,13.0,Exalty,14,8,10,13,0,19,0,15,0
13,14.0,LegitGoats,12,13,0,14,6,6,1,19,0
14,15.0,SeXy Chonks,12,17,0,9,1,5,3,14,1
15,16.0,HEROES ESPORT,4,20,0,19,0,12,3,16,0
16,17.0,Royal Mooses,4,19,0,20,0,13,0,11,2
17,18.0,MantaX,3,16,0,12,0,17,1,17,1
18,19.0,7Hologram,3,11,0,15,0,11,0,18,0
19,20.0,Reapers of death,1,14,0,18,0,20,0,20,0
