Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,DNZY,117,11,2,1,22,7,7,1,11,1,20,9,13,Lobby 1
2.0,VG,57,8,17,5,6,3,12,14,8,18,0,20,0,Lobby 1
3.0,Phantom,56,3,3,8,4,2,4,11,0,6,3,3,13,Lobby 1
4.0,Bots,52,1,10,17,0,1,9,12,3,4,0,19,0,Lobby 1
5.0,ARENA,40,16,0,4,2,4,11,4,5,14,4,10,0,Lobby 1
6.0,Lowkey,37,7,2,2,8,13,1,9,1,7,3,12,3,Lobby 1
7.0,Sovereign,37,14,0,18,0,6,2,8,0,9,2,1,13,Lobby 1
8.0,LVTHN,37,17,1,7,0,11,0,2,11,5,4,5,0,Lobby 1
9.0,Systematic,34,2,3,6,0,17,0,3,5,17,0,4,2,Lobby 1
10.0,DYSON,29,5,7,14,3,18,0,7,1,10,0,6,5,Lobby 1
11.0,姐妹花,27,13,0,19,0,10,0,10,3,2,9,15,0,Lobby 1
12.0,RYU,26,18,3,3,1,9,1,5,0,3,1,16,0,Lobby 1
13.0,END2,23,10,1,11,3,19,0,6,4,8,1,7,3,Lobby 1
14.0,HP,20,15,0,15,1,5,1,16,0,19,0,2,3,Lobby 1
15.0,INX,19,12,1,10,5,15,3,17,1,11,3,11,0,Lobby 1
16.0,MWB,19,6,3,9,0,8,2,19,1,15,4,13,0,Lobby 1
17.0,SLA,18,9,2,12,2,14,6,15,1,20,0,8,0,Lobby 1
18.0,GSUB,14,4,3,16,0,12,0,18,0,12,1,17,3,Lobby 1
19.0,Monkey Predator,6,19,0,13,1,16,0,20,0,13,2,14,0,Lobby 1
20.0,ASC,5,20,0,20,0,20,0,13,4,16,0,18,0,Lobby 1
1.0,YTS,95,2,18,16,0,1,21,1,14,10,3,14,3,Lobby 2
2.0,MDYB,82,3,12,13,8,18,3,11,8,5,6,2,23,Lobby 2
3.0,AIC WIBU,67,8,2,1,8,2,8,4,7,12,3,3,3,Lobby 2
4.0,Horizon,46,16,1,8,6,15,3,10,5,2,13,9,2,Lobby 2
5.0,JET,46,1,5,3,13,16,1,9,2,11,0,10,1,Lobby 2
6.0,DRG,36,19,0,9,0,7,1,13,1,3,3,1,6,Lobby 2
7.0,CHILL,34,4,4,17,0,12,5,18,0,4,6,6,5,Lobby 2
8.0,OGL,33,9,1,4,1,4,1,3,2,9,3,5,0,Lobby 2
9.0,AVG,31,7,1,12,4,13,1,2,5,14,3,13,1,Lobby 2
10.0,ZeroTwo,28,13,0,5,5,3,4,16,0,13,0,4,1,Lobby 2
11.0,SMDG,25,5,8,7,4,14,2,17,0,19,0,7,0,Lobby 2
12.0,Team Sidai,23,18,0,2,2,10,0,15,0,8,3,11,3,Lobby 2
13.0,MIX-ONE,22,17,0,19,0,17,0,19,0,1,6,8,2,Lobby 2
14.0,REIGN,16,15,0,6,3,9,0,12,1,6,2,18,0,Lobby 2
15.0,HAKA,15,6,3,15,0,5,2,8,0,18,0,0,0,Lobby 2
16.0,okok,13,14,1,11,0,11,0,5,5,17,0,16,0,Lobby 2
17.0,VOID,11,11,2,18,0,19,0,6,3,15,1,17,0,Lobby 2
18.0,Sanity,11,12,1,10,1,8,0,7,0,16,0,12,0,Lobby 2
19.0,MASQ,11,10,0,14,0,6,0,14,0,7,0,15,0,Lobby 2
20.0,BSTD2,0,20,0,20,0,20,0,20,0,20,0,0,0,Lobby 2
