,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 9, 2021 - 12:00 SGTWorld's Edge","Round 1 Round 1 October 9, 2021 - 12:00 SGTWorld's Edge","Round 2 Round 2 October 9, 2021 - 12:35 SGTWorld's Edge","Round 2 Round 2 October 9, 2021 - 12:35 SGTWorld's Edge","Round 3 Round 3 October 9, 2021 - 13:10 SGTWorld's Edge","Round 3 Round 3 October 9, 2021 - 13:10 SGTWorld's Edge","Round 4 Round 4 October 9, 2021 - 13:45 SGTWorld's Edge","Round 4 Round 4 October 9, 2021 - 13:45 SGTWorld's Edge"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,Estrell,53,8,6,2,11,9,0,1,11
1,2.0,Sigma Gamers,52,1,10,5,5,1,7,10,0
2,3.0,ANgun,41,9,0,1,11,7,6,8,5
3,4.0,AU Skyrise,32,5,3,6,0,2,5,7,5
4,5.0,BOG,28,2,5,10,0,3,4,11,0
5,6.0,Exusiai,26,3,2,7,3,5,3,5,0
6,7.0,HAM,25,4,4,9,0,6,0,3,4
7,8.0,BTCxWGG,23,11,0,3,2,8,3,4,3
8,9.0,Speed,18,10,0,4,0,10,0,2,0
9,10.0,KINDOG,13,6,0,8,0,4,1,9,0
10,11.0,WINGS,8,7,0,11,0,11,0,6,0
