,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 9, 2021 - 12:00 SGTWorld's Edge","Round 1 Round 1 October 9, 2021 - 12:00 SGTWorld's Edge","Round 2 Round 2 October 9, 2021 - 12:35 SGTWorld's Edge","Round 2 Round 2 October 9, 2021 - 12:35 SGTWorld's Edge","Round 3 Round 3 October 9, 2021 - 13:10 SGTWorld's Edge","Round 3 Round 3 October 9, 2021 - 13:10 SGTWorld's Edge","Round 4 Round 4 October 9, 2021 - 13:45 SGTWorld's Edge","Round 4 Round 4 October 9, 2021 - 13:45 SGTWorld's Edge"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,DNZ,77,1,8,1,16,9,0,1,15
1,2.0,RL.Genesis,49,10,0,3,0,1,16,2,3
2,3.0,IFPD,37,4,8,6,0,3,7,5,3
3,4.0,Suspicious Fools,35,2,7,7,0,2,2,8,3
4,5.0,PG,32,3,2,2,6,8,4,10,0
5,6.0,R.Harmony,22,11,0,5,3,7,0,3,4
6,7.0,Masters Please,18,9,2,10,3,5,0,4,0
7,8.0,67 Richter,14,6,0,8,1,4,1,9,0
8,9.0,off boys,12,7,0,9,0,11,0,7,3
9,10.0,Kardinals,12,5,2,11,0,10,0,6,0
10,11.0,Teriyaki Boyz,11,8,0,4,0,6,0,11,0
