,0,1,2,3
0,Standings,,,
1,Team,Total,Round 1,
2,1.,SMP,111,111
3,2.,Hi,33,33
4,3.,Team Asesinos,29,29
5,4.,SQS Gaming,25,25
6,5.,Dumpsters,24,24
7,6.,WeBall,23,23
8,7.,High Dexterity,22,22
9,8.,Team Pepinito,21,21
10,9.,AGL,21,21
11,10.,We Lose,19,19
12,11.,Sleepy Hut,18,18
13,12.,Pipeliners,17,17
14,13.,SW,16,16
15,14.,Selfish Team,15,15
16,15.,KDT,12,12
17,16.,TS,10,10
18,17.,The Loud Boys,9,9
19,18.,Fallen Legacy,5,5
20,19.,Insurgents,4,4
21,20.,MEAL Team 6,0,0
