Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,BOG,92,29,66,112,99,112,88,112,2424
2.0,AU Skyrise,75,112,2323,29,1313,131,66,54,77
3.0,4ChineseHorseman,36,151,22,37,22,45,77,29,33
4.0,OGL,33,82,0,102,88,29,55,82,55
5.0,Quentiam,25,54,44,63,44,111,44,73,22
6.0,END,25,73,33,92,0,37,88,92,0
7.0,6969,18,45,11,160,33,151,0,45,33
8.0,TEXT XENION,15,111,33,54,44,180,22,121,0
9.0,EVO.Supreme,15,160,33,141,22,121,0,37,11
10.0,September,15,37,0,180,0,102,66,160,0
11.0,Lags Fault,12,63,11,73,11,92,0,102,0
12.0,PAKORAS,11,141,22,82,11,141,0,63,11
13.0,X SPLITS,9,170,11,45,11,82,0,170,0
14.0,FLRV,8,180,0,131,0,73,33,111,0
15.0,ALZ,8,121,0,121,11,54,0,131,0
16.0,Freedom,7,92,22,151,0,160,0,151,11
17.0,1ㄟ必取要不要打APEX,7,131,0,111,0,63,0,141,11
18.0,Wake Up Late,3,102,0,170,0,170,11,180,0
