Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,LM,71,3,7,2,20,12,5,1,10
2.0,DUMPERS,58,4,12,10,3,1,10,4,9
3.0,CAS,40,7,7,7,5,5,3,3,8
4.0,WASH,36,2,12,19,0,8,9,15,3
5.0,FNS,28,1,8,14,0,11,0,7,3
6.0,OA,27,6,5,17,0,3,8,9,2
7.0,Onyx,27,17,0,3,4,2,3,5,0
8.0,Team Name,25,5,2,12,0,7,6,6,6
9.0,SLS,25,10,0,1,7,13,2,14,0
10.0,New Misfits,22,19,0,9,5,19,0,2,6
11.0,MoJo,16,13,0,4,5,6,1,11,0
12.0,Grimm,11,12,0,5,2,16,3,12,0
13.0,NOXIOUS,9,16,1,8,0,4,0,13,0
14.0,StepBros,8,8,0,15,0,9,3,18,0
15.0,UNDD,7,9,0,13,0,15,0,10,1
16.0,1B2K,6,11,0,16,0,10,0,17,3
17.0,Mobsquad,5,14,0,6,0,14,0,16,0
18.0,Down Bad,4,15,0,18,0,18,0,8,1
19.0,Carbon Esports,2,18,0,11,0,17,0,19,1
20.0,Iron Giant,0,20,0,20,0,20,0,20,0
