,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 27, 2022 - 15:00 EDTStorm Point Rolla Lyfe Redeem BLVKHVND","Round 1 Round 1 March 27, 2022 - 15:00 EDTStorm Point Rolla Lyfe Redeem BLVKHVND","Round 2 Round 2 March 27, 2022 - 15:30 EDTStorm Point Tripods Alter Ego Redeem","Round 2 Round 2 March 27, 2022 - 15:30 EDTStorm Point Tripods Alter Ego Redeem","Round 3 Round 3 March 27, 2022 - 16:00 EDTWorld's Edge Tripods BRB Redeem","Round 3 Round 3 March 27, 2022 - 16:00 EDTWorld's Edge Tripods BRB Redeem","Round 4 Round 4 March 27, 2022 - 16:30 EDTWorld's Edge Rolla Theory Alter Ego BRB","Round 4 Round 4 March 27, 2022 - 16:30 EDTWorld's Edge Rolla Theory Alter Ego BRB"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,TRP,67,9,4,1,13,1,14,14,9
1,2.0,RDM,50,2,2,3,12,3,10,6,0
2,3.0,BRB,44,17,0,4,9,2,7,3,7
3,4.0,AE,44,5,5,2,3,4,3,2,6
4,5.0,RT,35,4,3,6,5,13,0,1,6
5,6.0,ShameAssist,26,10,3,12,0,5,3,4,8
6,7.0,HVND,25,3,10,7,4,15,0,19,0
7,8.0,CBM,20,13,7,5,0,9,1,12,4
8,9.0,AST,18,6,8,13,1,11,0,9,2
9,10.0,Lyfe,17,1,4,20,0,16,0,18,1
10,11.0,CPS,16,18,0,10,3,8,6,7,0
11,12.0,FHR,12,7,1,16,0,10,4,11,1
12,13.0,CONT,10,20,0,15,0,7,4,10,0
13,14.0,CRB,9,16,0,11,1,17,0,8,5
14,15.0,HS10K,9,15,0,19,0,20,0,5,4
15,16.0,832,8,19,0,18,0,6,4,16,1
16,17.0,Excel,8,11,0,9,0,14,3,15,0
17,18.0,HaZarD,7,14,3,17,2,19,0,13,0
18,19.0,tgt,6,12,1,8,1,12,0,17,0
19,20.0,Anarchy,3,8,0,14,0,18,0,20,0
