Standings,RL.XV,66,66.1,Lobby,GS,59,59.1,O3,79,79.1,TX,72,72.1,Round,Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,PQL
,,,,Lobby 1,,,,,,,,,,Finals,3.0,WAT,61.0,9.0,0.0,1.0,12.0,1.0,9.0,5.0,4.0,5.0,2.0,18.0,0.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,4.0,MDY,48.0,11.0,6.0,19.0,0.0,3.0,18.0,11.0,4.0,10.0,9.0,16.0,0.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,5.0,TX,46.0,19.0,1.0,14.0,3.0,17.0,3.0,9.0,6.0,15.0,0.0,4.0,24.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,6.0,PG,39.0,7.0,0.0,8.0,4.0,2.0,3.0,3.0,5.0,12.0,1.0,14.0,3.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,7.0,Estrell,35.0,3.0,7.0,5.0,2.0,16.0,0.0,19.0,0.0,9.0,0.0,2.0,4.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,8.0,StrawberryJam,35.0,5.0,6.0,9.0,3.0,6.0,2.0,4.0,0.0,6.0,0.0,3.0,0.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,9.0,SNG,33.0,18.0,1.0,10.0,3.0,18.0,0.0,6.0,2.0,1.0,7.0,9.0,1.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,10.0,PWLS,32.0,14.0,0.0,12.0,1.0,8.0,4.0,20.0,0.0,3.0,15.0,11.0,0.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,11.0,4Thumbs1Arm,31.0,2.0,11.0,18.0,2.0,19.0,0.0,12.0,1.0,7.0,3.0,13.0,0.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,12.0,BOG,26.0,6.0,0.0,11.0,1.0,5.0,5.0,7.0,2.0,18.0,4.0,12.0,2.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,13.0,BTCxWGG,23.0,17.0,0.0,7.0,5.0,7.0,2.0,8.0,4.0,16.0,1.0,7.0,0.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,14.0,DNZ,19.0,20.0,0.0,15.0,3.0,10.0,0.0,17.0,3.0,17.0,3.0,6.0,4.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,15.0,END,19.0,12.0,5.0,20.0,1.0,11.0,0.0,18.0,0.0,2.0,2.0,20.0,0.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,16.0,LAG,19.0,8.0,0.0,4.0,0.0,9.0,0.0,13.0,1.0,8.0,3.0,10.0,1.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,17.0,IFPD,16.0,13.0,3.0,13.0,0.0,20.0,0.0,10.0,1.0,4.0,3.0,19.0,0.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,18.0,DREAM,11.0,15.0,0.0,16.0,0.0,15.0,0.0,15.0,2.0,14.0,2.0,15.0,2.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,19.0,ANgun,11.0,10.0,0.0,17.0,0.0,14.0,0.0,16.0,0.0,20.0,0.0,5.0,4.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Finals,20.0,April,10.0,16.0,3.0,6.0,0.0,12.0,0.0,14.0,1.0,13.0,0.0,17.0,0.0,Preseason_Qualifier_3
,,,,Lobby 1,,,,,,,,,,Round_1,1.0,TX,106.0,6.0,10.0,1.0,18.0,1.0,17.0,1.0,22.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Round_1,2.0,RL.XV,49.0,1.0,17.0,4.0,6.0,6.0,4.0,10.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Round_1,3.0,TEAM MIRACLE,31.0,4.0,1.0,2.0,3.0,2.0,1.0,7.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Round_1,4.0,Quentiam,27.0,11.0,0.0,5.0,4.0,4.0,6.0,3.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Round_1,5.0,RNG,22.0,3.0,0.0,3.0,1.0,8.0,3.0,8.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Round_1,6.0,INF,20.0,7.0,2.0,6.0,0.0,11.0,1.0,4.0,5.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Round_1,7.0,Kushaholics,18.0,9.0,0.0,7.0,0.0,3.0,0.0,5.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Round_1,8.0,AHO,18.0,8.0,0.0,10.0,0.0,5.0,0.0,2.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Round_1,9.0,Nitrogen Oxide,15.0,2.0,0.0,11.0,0.0,7.0,0.0,9.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Round_1,10.0,GOD OF DREAM,9.0,10.0,0.0,9.0,0.0,10.0,0.0,6.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Round_1,11.0,Lags Fault,9.0,5.0,0.0,8.0,0.0,9.0,0.0,11.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Round_1,1.0,MBTN,35.0,3.0,6.0,1.0,10.0,,,,,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Round_1,2.0,WHIZ,30.0,2.0,10.0,4.0,6.0,,,,,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Round_1,3.0,Hardstuck D4,30.0,1.0,3.0,2.0,6.0,,,,,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Round_1,4.0,TEAR,11.0,8.0,2.0,3.0,0.0,,,,,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Round_1,5.0,Prey,10.0,4.0,1.0,5.0,0.0,,,,,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Round_1,6.0,Aim Assist,9.0,5.0,1.0,7.0,1.0,,,,,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Round_1,7.0,Pavlova,7.0,9.0,4.0,12.0,0.0,,,,,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Round_1,8.0,Vulgar Cobras,7.0,7.0,2.0,10.0,0.0,,,,,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Round_1,9.0,OC,6.0,12.0,0.0,8.0,3.0,,,,,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Round_1,10.0,Soosmar slayer,6.0,10.0,0.0,6.0,1.0,,,,,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Round_1,11.0,DYN,4.0,11.0,0.0,9.0,1.0,,,,,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Round_1,12.0,3 amigos,4.0,6.0,0.0,11.0,0.0,,,,,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Round_1,1.0,WGGxPK,102.0,1.0,15.0,1.0,15.0,4.0,14.0,1.0,17.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Round_1,2.0,HOPE,48.0,2.0,11.0,3.0,9.0,2.0,1.0,9.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Round_1,3.0,HEHEHE,29.0,5.0,1.0,6.0,2.0,3.0,5.0,4.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Round_1,4.0,Bocah bar bar,29.0,8.0,0.0,2.0,0.0,9.0,2.0,3.0,7.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Round_1,5.0,"Etc, Etc",23.0,6.0,0.0,8.0,0.0,1.0,4.0,8.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Round_1,6.0,LAG,22.0,7.0,0.0,5.0,3.0,10.0,0.0,2.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Round_1,7.0,NMLS,17.0,3.0,5.0,11.0,1.0,11.0,1.0,11.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Round_1,8.0,Team eXplicit,15.0,4.0,0.0,7.0,0.0,6.0,0.0,5.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Round_1,9.0,DREAM,14.0,10.0,0.0,4.0,0.0,8.0,3.0,10.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Round_1,10.0,Nice Try,13.0,11.0,0.0,10.0,0.0,5.0,1.0,7.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Round_1,11.0,SkarptSinne,11.0,9.0,0.0,9.0,0.0,7.0,0.0,6.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Round_1,1.0,DNZ,77.0,1.0,8.0,1.0,16.0,9.0,0.0,1.0,15.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Round_1,2.0,RL.Genesis,49.0,10.0,0.0,3.0,0.0,1.0,16.0,2.0,3.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Round_1,3.0,IFPD,37.0,4.0,8.0,6.0,0.0,3.0,7.0,5.0,3.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Round_1,4.0,Suspicious Fools,35.0,2.0,7.0,7.0,0.0,2.0,2.0,8.0,3.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Round_1,5.0,PG,32.0,3.0,2.0,2.0,6.0,8.0,4.0,10.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Round_1,6.0,R.Harmony,22.0,11.0,0.0,5.0,3.0,7.0,0.0,3.0,4.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Round_1,7.0,Masters Please,18.0,9.0,2.0,10.0,3.0,5.0,0.0,4.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Round_1,8.0,67 Richter,14.0,6.0,0.0,8.0,1.0,4.0,1.0,9.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Round_1,9.0,off boys,12.0,7.0,0.0,9.0,0.0,11.0,0.0,7.0,3.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Round_1,10.0,Kardinals,12.0,5.0,2.0,11.0,0.0,10.0,0.0,6.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 4,,,,,,,,,,Round_1,11.0,Teriyaki Boyz,11.0,8.0,0.0,4.0,0.0,6.0,0.0,11.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 5,,,,,,,,,,Round_1,1.0,Estrell,53.0,8.0,6.0,2.0,11.0,9.0,0.0,1.0,11.0,,,,,Preseason_Qualifier_4
,,,,Lobby 5,,,,,,,,,,Round_1,2.0,Sigma Gamers,52.0,1.0,10.0,5.0,5.0,1.0,7.0,10.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 5,,,,,,,,,,Round_1,3.0,ANgun,41.0,9.0,0.0,1.0,11.0,7.0,6.0,8.0,5.0,,,,,Preseason_Qualifier_4
,,,,Lobby 5,,,,,,,,,,Round_1,4.0,AU Skyrise,32.0,5.0,3.0,6.0,0.0,2.0,5.0,7.0,5.0,,,,,Preseason_Qualifier_4
,,,,Lobby 5,,,,,,,,,,Round_1,5.0,BOG,28.0,2.0,5.0,10.0,0.0,3.0,4.0,11.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 5,,,,,,,,,,Round_1,6.0,Exusiai,26.0,3.0,2.0,7.0,3.0,5.0,3.0,5.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 5,,,,,,,,,,Round_1,7.0,HAM,25.0,4.0,4.0,9.0,0.0,6.0,0.0,3.0,4.0,,,,,Preseason_Qualifier_4
,,,,Lobby 5,,,,,,,,,,Round_1,8.0,BTCxWGG,23.0,11.0,0.0,3.0,2.0,8.0,3.0,4.0,3.0,,,,,Preseason_Qualifier_4
,,,,Lobby 5,,,,,,,,,,Round_1,9.0,Speed,18.0,10.0,0.0,4.0,0.0,10.0,0.0,2.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 5,,,,,,,,,,Round_1,10.0,KINDOG,13.0,6.0,0.0,8.0,0.0,4.0,1.0,9.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 5,,,,,,,,,,Round_1,11.0,WINGS,8.0,7.0,0.0,11.0,0.0,11.0,0.0,6.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 6,,,,,,,,,,Round_1,1.0,MDY,70.0,1.0,11.0,1.0,9.0,3.0,8.0,3.0,4.0,,,,,Preseason_Qualifier_4
,,,,Lobby 6,,,,,,,,,,Round_1,2.0,WAT,69.0,2.0,14.0,5.0,6.0,8.0,9.0,1.0,13.0,,,,,Preseason_Qualifier_4
,,,,Lobby 6,,,,,,,,,,Round_1,3.0,DNT,44.0,3.0,2.0,3.0,6.0,4.0,6.0,8.0,9.0,,,,,Preseason_Qualifier_4
,,,,Lobby 6,,,,,,,,,,Round_1,4.0,RJININ,28.0,5.0,1.0,8.0,2.0,1.0,4.0,6.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 6,,,,,,,,,,Round_1,5.0,Job Seekers,23.0,11.0,0.0,2.0,5.0,11.0,0.0,4.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 6,,,,,,,,,,Round_1,6.0,Antiaa,21.0,6.0,0.0,4.0,0.0,2.0,3.0,12.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 6,,,,,,,,,,Round_1,7.0,60 Hurtz,20.0,4.0,1.0,7.0,0.0,12.0,0.0,2.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 6,,,,,,,,,,Round_1,8.0,Sunda Gaming,11.0,8.0,0.0,6.0,2.0,9.0,0.0,10.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 6,,,,,,,,,,Round_1,9.0,Team Shinigami,11.0,7.0,0.0,10.0,0.0,7.0,0.0,11.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 6,,,,,,,,,,Round_1,10.0,RebellioN,11.0,9.0,0.0,9.0,0.0,6.0,0.0,5.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 6,,,,,,,,,,Round_1,11.0,SW1PE,10.0,20.0,0.0,20.0,0.0,5.0,3.0,7.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 6,,,,,,,,,,Round_1,12.0,clanGH0ST,8.0,10.0,0.0,11.0,0.0,10.0,0.0,9.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 7,,,,,,,,,,Round_1,1.0,StrawberryJam,54.0,6.0,2.0,7.0,1.0,3.0,6.0,1.0,20.0,,,,,Preseason_Qualifier_4
,,,,Lobby 7,,,,,,,,,,Round_1,2.0,PWLS,43.0,3.0,1.0,1.0,8.0,7.0,9.0,7.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 7,,,,,,,,,,Round_1,3.0,EVO BERZ,37.0,1.0,11.0,10.0,4.0,4.0,1.0,8.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 7,,,,,,,,,,Round_1,4.0,OGL,36.0,5.0,3.0,8.0,2.0,1.0,8.0,4.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 7,,,,,,,,,,Round_1,5.0,Team Vicity,24.0,7.0,3.0,3.0,0.0,2.0,0.0,10.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 7,,,,,,,,,,Round_1,6.0,South Cartel,23.0,2.0,4.0,4.0,0.0,11.0,1.0,9.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 7,,,,,,,,,,Round_1,7.0,Freedom,20.0,8.0,1.0,2.0,5.0,10.0,0.0,11.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 7,,,,,,,,,,Round_1,8.0,Triple Cobra,20.0,4.0,2.0,11.0,0.0,6.0,0.0,2.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 7,,,,,,,,,,Round_1,9.0,AUxFF,19.0,9.0,1.0,5.0,0.0,5.0,4.0,6.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 7,,,,,,,,,,Round_1,10.0,EVOLUTION BLACK,18.0,10.0,0.0,9.0,1.0,8.0,0.0,3.0,4.0,,,,,Preseason_Qualifier_4
,,,,Lobby 7,,,,,,,,,,Round_1,11.0,Y105,17.0,11.0,0.0,6.0,4.0,9.0,1.0,5.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 8,,,,,,,,,,Round_1,1.0,AMG TW,96.0,1.0,26.0,8.0,3.0,1.0,15.0,1.0,14.0,,,,,Preseason_Qualifier_4
,,,,Lobby 8,,,,,,,,,,Round_1,2.0,SNG,54.0,10.0,0.0,1.0,17.0,3.0,7.0,7.0,6.0,,,,,Preseason_Qualifier_4
,,,,Lobby 8,,,,,,,,,,Round_1,3.0,QE.NY,32.0,11.0,0.0,3.0,5.0,4.0,3.0,5.0,7.0,,,,,Preseason_Qualifier_4
,,,,Lobby 8,,,,,,,,,,Round_1,4.0,HeadHunters,30.0,9.0,0.0,5.0,0.0,2.0,5.0,2.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 8,,,,,,,,,,Round_1,5.0,FTW,20.0,4.0,0.0,2.0,4.0,11.0,0.0,12.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 8,,,,,,,,,,Round_1,6.0,AM Ravens,20.0,2.0,0.0,4.0,0.0,5.0,0.0,9.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 8,,,,,,,,,,Round_1,7.0,OPCxBondowane,19.0,12.0,4.0,7.0,1.0,8.0,0.0,4.0,3.0,,,,,Preseason_Qualifier_4
,,,,Lobby 8,,,,,,,,,,Round_1,8.0,September,18.0,3.0,0.0,11.0,0.0,6.0,3.0,8.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 8,,,,,,,,,,Round_1,9.0,Team Mint,14.0,5.0,0.0,9.0,1.0,7.0,0.0,6.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 8,,,,,,,,,,Round_1,10.0,Hardstucks,11.0,12.0,0.0,12.0,0.0,9.0,0.0,3.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 8,,,,,,,,,,Round_1,11.0,Wkey,10.0,8.0,0.0,10.0,1.0,10.0,2.0,11.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 8,,,,,,,,,,Round_1,12.0,APEXD Bang Bang (missing),10.0,7.0,0.0,6.0,1.0,12.0,0.0,10.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,1.0,WHIZ,68.0,1.0,14.0,12.0,3.0,1.0,17.0,6.0,6.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,2.0,TX,52.0,13.0,3.0,2.0,26.0,13.0,6.0,10.0,4.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,3.0,RL.XV,40.0,4.0,19.0,5.0,4.0,8.0,5.0,13.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,4.0,MBTN,38.0,16.0,1.0,7.0,0.0,2.0,9.0,3.0,9.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,5.0,Hardstuck D4,37.0,17.0,0.0,8.0,3.0,15.0,1.0,1.0,18.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,6.0,OC,32.0,9.0,0.0,1.0,10.0,7.0,3.0,11.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,7.0,AHO,27.0,8.0,4.0,4.0,3.0,4.0,6.0,12.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,8.0,RNG,23.0,3.0,4.0,14.0,0.0,16.0,0.0,8.0,9.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,9.0,INF,18.0,10.0,0.0,6.0,1.0,3.0,3.0,9.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,10.0,Soosmar slayer,17.0,19.0,0.0,13.0,0.0,5.0,2.0,2.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,11.0,Nitrogen Oxide,17.0,7.0,0.0,3.0,0.0,6.0,1.0,7.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,12.0,Pavlova,16.0,2.0,5.0,17.0,0.0,11.0,0.0,15.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,13.0,Prey,11.0,18.0,3.0,9.0,1.0,14.0,0.0,5.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,14.0,TEAR,9.0,12.0,0.0,16.0,0.0,12.0,0.0,4.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,15.0,Lags Fault,8.0,5.0,0.0,10.0,0.0,10.0,0.0,17.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,16.0,Quentiam,5.0,15.0,0.0,19.0,0.0,9.0,2.0,18.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,17.0,Kushaholics,5.0,6.0,0.0,11.0,0.0,17.0,0.0,14.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,18.0,Aim Assist,4.0,11.0,2.0,15.0,0.0,19.0,0.0,20.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,19.0,TEAM MIRACLE,1.0,14.0,0.0,18.0,0.0,18.0,0.0,16.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 1,,,,,,,,,,Quarterfinals,20.0,Vulgar Cobras,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,1.0,DNZ,94.0,2.0,15.0,1.0,25.0,8.0,9.0,1.0,10.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,2.0,PG,57.0,8.0,4.0,2.0,9.0,1.0,15.0,13.0,5.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,3.0,WGGxPK,51.0,5.0,9.0,13.0,1.0,2.0,16.0,5.0,7.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,4.0,IFPD,38.0,3.0,10.0,4.0,2.0,9.0,3.0,6.0,6.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,5.0,LAG,32.0,12.0,0.0,9.0,1.0,3.0,4.0,2.0,8.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,6.0,RL.Genesis,23.0,1.0,1.0,6.0,1.0,14.0,0.0,7.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,7.0,Bocah bar bar,19.0,11.0,3.0,15.0,0.0,11.0,2.0,3.0,4.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,8.0,HOPE,17.0,18.0,3.0,5.0,2.0,7.0,1.0,14.0,3.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,9.0,NMLS,16.0,14.0,3.0,3.0,4.0,13.0,0.0,18.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,10.0,R.Harmony,14.0,10.0,0.0,10.0,4.0,4.0,0.0,15.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,11.0,DREAM,14.0,6.0,2.0,12.0,1.0,16.0,1.0,11.0,5.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,12.0,Suspicious Fools,12.0,13.0,1.0,14.0,2.0,15.0,0.0,4.0,1.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,13.0,Kardinals,12.0,7.0,0.0,7.0,1.0,6.0,0.0,8.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,14.0,67 Richter,9.0,9.0,2.0,16.0,0.0,5.0,1.0,17.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,15.0,Masters Please,8.0,4.0,0.0,19.0,0.0,18.0,1.0,16.0,2.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,16.0,"Etc, Etc",8.0,15.0,0.0,8.0,1.0,10.0,0.0,9.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,17.0,Team eXplicit,6.0,19.0,1.0,11.0,3.0,12.0,0.0,19.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,18.0,HEHEHE,5.0,17.0,3.0,18.0,0.0,20.0,0.0,10.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,19.0,Nice Try,3.0,20.0,0.0,20.0,0.0,19.0,2.0,12.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 2,,,,,,,,,,Quarterfinals,20.0,off boys,0.0,16.0,0.0,17.0,0.0,17.0,0.0,20.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,1.0,WAT,68.0,4.0,7.0,2.0,12.0,3.0,17.0,4.0,6.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,2.0,Estrell,46.0,2.0,8.0,7.0,5.0,1.0,9.0,18.0,0.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,3.0,MDY,40.0,1.0,11.0,12.0,0.0,17.0,0.0,6.0,13.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,4.0,AU Skyrise,35.0,10.0,0.0,1.0,8.0,15.0,0.0,3.0,5.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,5.0,DNT,32.0,7.0,1.0,16.0,0.0,14.0,4.0,2.0,14.0,,,,,Preseason_Qualifier_4
,,,,Lobby 3,,,,,,,,,,Quarterfinals,6.0,BOG,30.0,6.0,4.0,8.0,3.0,10.0,1.0,1.0,3.0,,,,,Preseason_Qualifier_4
