Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split,Region
9.0,MXT,30,19,1,4,15,19,0,17,5,Lobby 1,Semifinals,18.0,3.0,13.0,0.0,Split_1,APAC_South
10.0,HEK TEW,26,13,4,6,3,15,4,12,3,Lobby 1,Semifinals,7.0,0.0,8.0,1.0,Split_1,APAC_South
11.0,DREAM,23,9,3,5,2,14,0,13,3,Lobby 1,Semifinals,6.0,0.0,6.0,1.0,Split_1,APAC_South
12.0,LNW,19,10,2,13,0,4,4,7,0,Lobby 1,Semifinals,15.0,0.0,11.0,0.0,Split_1,APAC_South
13.0,Systematic,18,6,5,12,2,9,2,15,0,Lobby 1,Semifinals,9.0,0.0,18.0,0.0,Split_1,APAC_South
14.0,TEXT XENION,16,15,1,10,0,20,0,14,0,Lobby 1,Semifinals,10.0,3.0,10.0,4.0,Split_1,APAC_South
15.0,AU Skyrise,14,16,0,16,0,18,1,18,0,Lobby 1,Semifinals,11.0,8.0,12.0,3.0,Split_1,APAC_South
16.0,EVO.Supreme,12,14,4,8,2,6,0,19,0,Lobby 1,Semifinals,20.0,0.0,19.0,0.0,Split_1,APAC_South
17.0,OGL,10,11,1,14,0,13,1,6,1,Lobby 1,Semifinals,19.0,0.0,15.0,0.0,Split_1,APAC_South
18.0,DVG,9,17,0,9,2,12,0,10,0,Lobby 1,Semifinals,14.0,0.0,16.0,1.0,Split_1,APAC_South
19.0,Quentiam,5,20,0,20,0,16,0,20,0,Lobby 1,Semifinals,12.0,3.0,14.0,0.0,Split_1,APAC_South
20.0,6969,0,18,0,19,0,17,0,16,0,Lobby 1,Semifinals,17.0,0.0,20.0,0.0,Split_1,APAC_South
1.0,Juiced,66,1,8,2,9,6,3,7,5,Lobby 2,Semifinals,4.0,8.0,12.0,0.0,Split_1,APAC_South
2.0,LH,64,3,8,10,0,2,8,15,3,Lobby 2,Semifinals,6.0,3.0,1.0,8.0,Split_1,APAC_South
3.0,Antiaa,59,4,1,8,5,1,16,6,5,Lobby 2,Semifinals,7.0,3.0,6.0,1.0,Split_1,APAC_South
4.0,Inferno DRT,53,15,0,3,4,3,9,1,9,Lobby 2,Semifinals,10.0,1.0,16.0,1.0,Split_1,APAC_South
5.0,OC,53,8,1,1,5,4,4,4,4,Lobby 2,Semifinals,12.0,0.0,3.0,7.0,Split_1,APAC_South
6.0,BTCxWGG,49,2,8,5,5,14,0,11,0,Lobby 2,Semifinals,1.0,7.0,10.0,0.0,Split_1,APAC_South
7.0,Overclocked,39,20,0,20,0,19,0,13,3,Lobby 2,Semifinals,2.0,9.0,2.0,8.0,Split_1,APAC_South
8.0,EMM,36,9,7,7,5,8,6,5,4,Lobby 2,Semifinals,16.0,0.0,8.0,1.0,Split_1,APAC_South
9.0,Evolution NewGen,36,6,0,14,1,12,2,10,0,Lobby 2,Semifinals,3.0,7.0,5.0,8.0,Split_1,APAC_South
10.0,Hardstucks,32,18,0,11,0,9,1,9,8,Lobby 2,Semifinals,5.0,7.0,11.0,6.0,Split_1,APAC_South
11.0,South Cartel,29,16,0,12,6,20,0,2,10,Lobby 2,Semifinals,13.0,2.0,18.0,0.0,Split_1,APAC_South
12.0,GBR,27,10,6,17,0,16,2,3,2,Lobby 2,Semifinals,18.0,3.0,7.0,2.0,Split_1,APAC_South
13.0,DNT,20,17,0,4,7,15,0,14,0,Lobby 2,Semifinals,8.0,2.0,15.0,1.0,Split_1,APAC_South
14.0,R.Harmony,19,14,3,18,3,18,3,20,0,Lobby 2,Semifinals,9.0,0.0,4.0,2.0,Split_1,APAC_South
15.0,Soosmar slayer,18,5,5,9,5,13,0,19,0,Lobby 2,Semifinals,19.0,0.0,14.0,0.0,Split_1,APAC_South
16.0,GOD OF DREAM,16,7,2,15,1,7,0,12,0,Lobby 2,Semifinals,15.0,0.0,13.0,3.0,Split_1,APAC_South
17.0,Multicultural,11,13,0,13,0,5,1,8,0,Lobby 2,Semifinals,14.0,0.0,17.0,1.0,Split_1,APAC_South
18.0,CRYPTICUS,7,12,0,6,0,10,1,17,0,Lobby 2,Semifinals,17.0,0.0,20.0,0.0,Split_1,APAC_South
19.0,Sigma Gamers,6,11,0,19,0,11,0,16,0,Lobby 2,Semifinals,11.0,1.0,9.0,0.0,Split_1,APAC_South
20.0,C00kedGamingClan,1,19,0,16,0,17,0,18,1,Lobby 2,Semifinals,20.0,0.0,20.0,0.0,Split_1,APAC_South
1.0,Antiaa,86,19,0,1,17,4,4,4,15,Lobby 1,Finals,7.0,5.0,3.0,13.0,Split_1,APAC_South
2.0,IFPD,75,5,6,13,2,5,10,1,14,Lobby 1,Finals,2.0,9.0,15.0,3.0,Split_1,APAC_South
3.0,END,62,1,7,4,3,3,6,9,0,Lobby 1,Finals,6.0,9.0,9.0,6.0,Split_1,APAC_South
4.0,EMM,51,4,2,12,4,9,3,15,5,Lobby 1,Finals,19.0,3.0,1.0,13.0,Split_1,APAC_South
5.0,BOG,50,8,1,2,4,14,0,3,2,Lobby 1,Finals,1.0,10.0,8.0,0.0,Split_1,APAC_South
6.0,CKB,48,2,7,10,0,17,0,2,9,Lobby 1,Finals,8.0,7.0,7.0,0.0,Split_1,APAC_South
7.0,Evolution NewGen,44,3,8,5,6,15,3,8,1,Lobby 1,Finals,14.0,3.0,14.0,7.0,Split_1,APAC_South
8.0,BTCxWGG,35,20,0,14,1,1,10,10,2,Lobby 1,Finals,5.0,2.0,11.0,0.0,Split_1,APAC_South
9.0,LH,33,10,7,8,1,11,4,16,0,Lobby 1,Finals,3.0,2.0,4.0,2.0,Split_1,APAC_South
10.0,Juiced,30,13,0,3,3,2,7,13,2,Lobby 1,Finals,18.0,0.0,17.0,0.0,Split_1,APAC_South
11.0,Overclocked,28,9,1,9,0,8,4,7,2,Lobby 1,Finals,4.0,4.0,19.0,3.0,Split_1,APAC_South
12.0,Job Seekers,22,6,2,11,6,7,0,5,1,Lobby 1,Finals,10.0,0.0,16.0,0.0,Split_1,APAC_South
13.0,Inferno DRT,21,12,2,7,2,10,1,6,3,Lobby 1,Finals,9.0,1.0,13.0,0.0,Split_1,APAC_South
14.0,NANYANG,19,11,4,19,0,19,0,19,0,Lobby 1,Finals,13.0,0.0,2.0,4.0,Split_1,APAC_South
15.0,OC,14,7,2,15,3,13,0,14,0,Lobby 1,Finals,15.0,0.0,12.0,1.0,Split_1,APAC_South
16.0,4ChineseHorseman,11,17,0,17,0,18,0,11,0,Lobby 1,Finals,12.0,1.0,5.0,4.0,Split_1,APAC_South
17.0,HEK TEW,11,15,0,6,1,12,0,18,0,Lobby 1,Finals,16.0,3.0,10.0,0.0,Split_1,APAC_South
18.0,Hardstucks,10,14,5,16,0,6,0,12,0,Lobby 1,Finals,17.0,0.0,20.0,0.0,Split_1,APAC_South
19.0,September,8,18,0,18,0,16,2,17,0,Lobby 1,Finals,11.0,0.0,6.0,2.0,Split_1,APAC_South
20.0,MXT,0,16,0,20,0,20,0,20,0,Lobby 1,Finals,20.0,0.0,18.0,0.0,Split_1,APAC_South
1.0,GOB-ARH,59,45,1616,151,0,111,11,112,2323,Lobby 1,Round_1,,,,,Split_1,APAC_South
2.0,MXT,49,29,44,63,66,29,99,54,55,Lobby 1,Round_1,,,,,Split_1,APAC_South
3.0,DESI,43,63,0,29,66,112,99,82,22,Lobby 1,Round_1,,,,,Split_1,APAC_South
4.0,BTCxWGG,33,141,0,112,1515,92,0,92,11,Lobby 1,Round_1,,,,,Split_1,APAC_South
5.0,Antiaa,32,37,88,102,33,63,33,73,33,Lobby 1,Round_1,,,,,Split_1,APAC_South
6.0,SLK,31,131,11,37,33,37,1212,200,0,Lobby 1,Round_1,,,,,Split_1,APAC_South
7.0,RNG,23,73,22,73,0,102,33,29,11,Lobby 1,Round_1,,,,,Split_1,APAC_South
8.0,OGL,22,121,0,54,44,82,22,37,22,Lobby 1,Round_1,,,,,Split_1,APAC_South
9.0,DREAM,21,82,44,82,66,54,22,141,0,Lobby 1,Round_1,,,,,Split_1,APAC_South
10.0,GOD OF DREAM,20,112,55,121,0,151,0,131,0,Lobby 1,Round_1,,,,,Split_1,APAC_South
11.0,Ryz.SEA,13,151,0,131,0,73,11,45,22,Lobby 1,Round_1,,,,,Split_1,APAC_South
12.0,LightSaber,11,102,0,92,0,45,0,102,0,Lobby 1,Round_1,,,,,Split_1,APAC_South
13.0,Cookies,8,92,0,141,0,141,0,63,11,Lobby 1,Round_1,,,,,Split_1,APAC_South
14.0,never too late,8,111,0,45,0,121,0,121,0,Lobby 1,Round_1,,,,,Split_1,APAC_South
15.0,Freedom,7,54,0,111,0,131,0,111,0,Lobby 1,Round_1,,,,,Split_1,APAC_South
1.0,Multicultural,53,92,0,37,44,112,99,29,1010,Lobby 2,Round_1,,,,,Split_1,APAC_South
2.0,BOG,47,112,88,112,66,111,11,45,22,Lobby 2,Round_1,,,,,Split_1,APAC_South
3.0,SkarptSinne,33,29,33,29,66,102,0,73,11,Lobby 2,Round_1,,,,,Split_1,APAC_South
4.0,R.Harmony,31,37,77,82,22,63,22,102,66,Lobby 2,Round_1,,,,,Split_1,APAC_South
5.0,LH,27,45,55,102,0,121,11,37,66,Lobby 2,Round_1,,,,,Split_1,APAC_South
6.0,Hardstucks,27,54,33,151,0,29,66,92,22,Lobby 2,Round_1,,,,,Split_1,APAC_South
7.0,HpyRogKut,27,63,11,73,22,141,0,112,55,Lobby 2,Round_1,,,,,Split_1,APAC_South
8.0,Soosmar slayer,26,111,0,54,33,45,66,63,44,Lobby 2,Round_1,,,,,Split_1,APAC_South
9.0,Bit of Trolling,25,131,11,45,66,54,11,54,33,Lobby 2,Round_1,,,,,Split_1,APAC_South
10.0,DNT,22,102,11,92,11,37,77,82,0,Lobby 2,Round_1,,,,,Split_1,APAC_South
11.0,AU Skyrise,21,121,44,131,44,92,88,151,0,Lobby 2,Round_1,,,,,Split_1,APAC_South
12.0,LNW,14,141,33,141,0,73,22,111,33,Lobby 2,Round_1,,,,,Split_1,APAC_South
13.0,DEK,7,151,0,121,22,82,0,121,0,Lobby 2,Round_1,,,,,Split_1,APAC_South
14.0,Speed,7,82,0,63,0,151,0,131,0,Lobby 2,Round_1,,,,,Split_1,APAC_South
15.0,Lags Fault,6,73,0,111,0,131,0,141,0,Lobby 2,Round_1,,,,,Split_1,APAC_South
16.0,FlowInGame,0,200,0,200,0,200,0,200,0,Lobby 2,Round_1,,,,,Split_1,APAC_South
1.0,姐妹花,63,63,44,29,11,112,1111,112,1111,Lobby 3,Round_1,,,,,Split_1,APAC_South
2.0,Systematic,41,29,33,37,77,73,22,37,33,Lobby 3,Round_1,,,,,Split_1,APAC_South
3.0,Just Send It,40,54,55,112,55,29,11,63,11,Lobby 3,Round_1,,,,,Split_1,APAC_South
4.0,EMM,39,92,22,82,44,37,33,29,1010,Lobby 3,Round_1,,,,,Split_1,APAC_South
5.0,CKB,32,37,77,63,55,111,22,82,55,Lobby 3,Round_1,,,,,Split_1,APAC_South
6.0,Inferno DRT,32,112,55,54,66,82,0,111,22,Lobby 3,Round_1,,,,,Split_1,APAC_South
7.0,Sigma Gamers,24,121,55,131,33,54,66,73,11,Lobby 3,Round_1,,,,,Split_1,APAC_South
8.0,LAG,24,73,11,73,44,45,44,54,0,Lobby 3,Round_1,,,,,Split_1,APAC_South
9.0,EVOLUTION BLACK,17,45,55,102,22,131,0,141,11,Lobby 3,Round_1,,,,,Split_1,APAC_South
10.0,SLA,11,82,22,141,11,92,22,131,0,Lobby 3,Round_1,,,,,Split_1,APAC_South
11.0,Psychic assassin,11,151,0,45,0,63,0,121,11,Lobby 3,Round_1,,,,,Split_1,APAC_South
12.0,OC,10,141,0,111,0,121,0,45,22,Lobby 3,Round_1,,,,,Split_1,APAC_South
13.0,South Cartel,7,111,0,121,0,200,0,102,33,Lobby 3,Round_1,,,,,Split_1,APAC_South
14.0,X SPLITS,7,131,11,151,0,102,0,92,0,Lobby 3,Round_1,,,,,Split_1,APAC_South
15.0,C00kedGamingClan,6,102,0,92,0,141,0,151,0,Lobby 3,Round_1,,,,,Split_1,APAC_South
1.0,MDY.W,79,112,99,112,1111,45,1010,112,88,Lobby 4,Round_1,,,,,Split_1,APAC_South
2.0,IFPD,56,37,1515,45,55,112,99,73,0,Lobby 4,Round_1,,,,,Split_1,APAC_South
3.0,END,50,92,0,54,88,37,1111,29,99,Lobby 4,Round_1,,,,,Split_1,APAC_South
4.0,Lowkey,37,121,33,37,33,29,88,92,44,Lobby 4,Round_1,,,,,Split_1,APAC_South
5.0,Juiced,32,45,22,111,44,82,22,37,99,Lobby 4,Round_1,,,,,Split_1,APAC_South
6.0,DYN,28,29,44,63,11,73,0,54,44,Lobby 4,Round_1,,,,,Split_1,APAC_South
7.0,NANYANG,25,102,33,29,55,54,11,121,0,Lobby 4,Round_1,,,,,Split_1,APAC_South
8.0,EVO.Supreme,16,82,33,102,44,111,0,111,33,Lobby 4,Round_1,,,,,Split_1,APAC_South
9.0,4ChineseHorseman,15,73,11,82,22,102,0,63,22,Lobby 4,Round_1,,,,,Split_1,APAC_South
10.0,Ga Rok Bin,11,141,0,160,0,160,11,45,44,Lobby 4,Round_1,,,,,Split_1,APAC_South
11.0,LVTHN,11,54,0,121,11,92,22,141,0,Lobby 4,Round_1,,,,,Split_1,APAC_South
12.0,Quentiam,9,151,0,92,0,131,11,82,22,Lobby 4,Round_1,,,,,Split_1,APAC_South
13.0,Chima,9,63,11,141,0,63,0,131,0,Lobby 4,Round_1,,,,,Split_1,APAC_South
14.0,KEKW,8,131,11,73,0,121,0,102,0,Lobby 4,Round_1,,,,,Split_1,APAC_South
15.0,Wonders Esports,4,111,0,131,0,141,11,160,0,Lobby 4,Round_1,,,,,Split_1,APAC_South
16.0,NamTomGang,3,160,0,151,0,151,0,151,0,Lobby 4,Round_1,,,,,Split_1,APAC_South
1.0,LH,67,11,5,1,10,5,0,11,7,Lobby 1,Semifinals,2.0,14.0,14.0,3.0,Split_1,APAC_South
2.0,HpyRogKut,57,1,9,14,0,15,0,1,11,Lobby 1,Semifinals,17.0,0.0,3.0,4.0,Split_1,APAC_South
3.0,BOG,56,14,0,6,1,17,0,2,3,Lobby 1,Semifinals,1.0,5.0,1.0,10.0,Split_1,APAC_South
4.0,DREAM,47,2,3,20,1,11,2,4,4,Lobby 1,Semifinals,4.0,7.0,9.0,8.0,Split_1,APAC_South
5.0,MXT,46,12,3,18,0,1,16,19,1,Lobby 1,Semifinals,6.0,8.0,13.0,1.0,Split_1,APAC_South
6.0,Multicultural,41,7,3,7,0,3,4,15,0,Lobby 1,Semifinals,9.0,2.0,2.0,7.0,Split_1,APAC_South
7.0,GOB-ARH,35,16,0,10,0,2,14,17,0,Lobby 1,Semifinals,12.0,8.0,11.0,0.0,Split_1,APAC_South
8.0,OGL,34,6,2,3,2,6,2,3,4,Lobby 1,Semifinals,7.0,0.0,12.0,0.0,Split_1,APAC_South
9.0,Antiaa,33,4,4,12,4,8,2,8,0,Lobby 1,Semifinals,16.0,3.0,6.0,7.0,Split_1,APAC_South
10.0,DESI,32,13,5,9,6,7,6,14,0,Lobby 1,Semifinals,15.0,0.0,4.0,2.0,Split_1,APAC_South
11.0,BTCxWGG,29,9,1,4,10,10,2,10,2,Lobby 1,Semifinals,20.0,0.0,8.0,1.0,Split_1,APAC_South
12.0,R.Harmony,27,15,0,15,0,13,1,6,5,Lobby 1,Semifinals,3.0,4.0,7.0,1.0,Split_1,APAC_South
13.0,SLK,25,18,0,8,11,20,0,16,1,Lobby 1,Semifinals,19.0,0.0,10.0,9.0,Split_1,APAC_South
14.0,DNT,24,17,3,2,4,16,1,20,0,Lobby 1,Semifinals,10.0,1.0,15.0,3.0,Split_1,APAC_South
15.0,RNG,23,19,0,17,2,18,2,7,7,Lobby 1,Semifinals,14.0,0.0,5.0,4.0,Split_1,APAC_South
16.0,SkarptSinne,21,3,2,5,2,19,0,9,3,Lobby 1,Semifinals,11.0,0.0,16.0,0.0,Split_1,APAC_South
17.0,Bit of Trolling,20,5,2,16,0,4,4,13,0,Lobby 1,Semifinals,13.0,3.0,17.0,0.0,Split_1,APAC_South
18.0,Soosmar slayer,20,8,6,13,0,9,0,5,1,Lobby 1,Semifinals,8.0,2.0,18.0,0.0,Split_1,APAC_South
19.0,Hardstucks,14,10,6,11,0,12,0,12,3,Lobby 1,Semifinals,18.0,0.0,20.0,0.0,Split_1,APAC_South
20.0,GOD OF DREAM,8,20,0,19,0,14,0,18,1,Lobby 1,Semifinals,5.0,2.0,19.0,0.0,Split_1,APAC_South
1.0,MDY.W,107,1,16,1,22,7,7,13,12,Lobby 2,Semifinals,7.0,4.0,4.0,10.0,Split_1,APAC_South
2.0,姐妹花,67,5,0,6,1,10,7,1,6,Lobby 2,Semifinals,1.0,18.0,15.0,1.0,Split_1,APAC_South
3.0,IFPD,60,14,3,14,7,1,11,3,8,Lobby 2,Semifinals,8.0,8.0,16.0,0.0,Split_1,APAC_South
4.0,Just Send It,45,9,0,3,6,3,4,12,0,Lobby 2,Semifinals,3.0,0.0,2.0,2.0,Split_1,APAC_South
5.0,NANYANG,42,6,4,4,3,11,0,9,2,Lobby 2,Semifinals,9.0,6.0,3.0,7.0,Split_1,APAC_South
6.0,EVO.Supreme,41,7,3,7,5,18,3,5,8,Lobby 2,Semifinals,2.0,0.0,14.0,2.0,Split_1,APAC_South
7.0,EMM,40,2,8,15,0,6,7,15,0,Lobby 2,Semifinals,14.0,1.0,6.0,6.0,Split_1,APAC_South
8.0,Sigma Gamers,33,4,2,2,9,16,1,14,0,Lobby 2,Semifinals,13.0,3.0,9.0,0.0,Split_1,APAC_South
9.0,Lowkey,33,3,5,18,0,15,0,11,0,Lobby 2,Semifinals,17.0,0.0,1.0,7.0,Split_1,APAC_South
10.0,CKB,28,17,0,10,2,8,5,4,7,Lobby 2,Semifinals,10.0,2.0,12.0,0.0,Split_1,APAC_South
11.0,Systematic,28,10,0,9,0,14,0,2,2,Lobby 2,Semifinals,4.0,5.0,8.0,0.0,Split_1,APAC_South
12.0,END,27,8,7,5,0,13,0,8,2,Lobby 2,Semifinals,16.0,0.0,11.0,8.0,Split_1,APAC_South
13.0,Inferno DRT,23,12,1,16,1,2,4,19,1,Lobby 2,Semifinals,11.0,0.0,10.0,3.0,Split_1,APAC_South
14.0,4ChineseHorseman,21,15,4,8,0,19,0,16,0,Lobby 2,Semifinals,6.0,1.0,5.0,6.0,Split_1,APAC_South
15.0,LAG,21,13,2,13,0,5,0,6,2,Lobby 2,Semifinals,5.0,3.0,13.0,0.0,Split_1,APAC_South
16.0,Juiced,14,19,0,19,0,20,0,10,6,Lobby 2,Semifinals,15.0,3.0,18.0,2.0,Split_1,APAC_South
17.0,EVOLUTION BLACK,14,11,2,11,0,9,4,7,1,Lobby 2,Semifinals,19.0,0.0,17.0,0.0,Split_1,APAC_South
18.0,Ga Rok Bin,11,20,0,20,0,12,1,18,0,Lobby 2,Semifinals,12.0,2.0,7.0,3.0,Split_1,APAC_South
19.0,DYN,10,16,2,12,3,17,3,20,0,Lobby 2,Semifinals,20.0,0.0,19.0,1.0,Split_1,APAC_South
20.0,Psychic assassin,5,18,0,17,0,4,0,17,0,Lobby 2,Semifinals,18.0,0.0,20.0,0.0,Split_1,APAC_South
1.0,MDY.W,82,6,4,15,7,7,2,13,3,Lobby 1,Finals,1.0,16.0,1.0,18.0,Split_1,APAC_South
2.0,EMM,75,2,15,8,5,2,15,12,3,Lobby 1,Finals,13.0,1.0,3.0,7.0,Split_1,APAC_South
3.0,IFPD,55,1,11,2,12,18,0,17,2,Lobby 1,Finals,6.0,0.0,4.0,1.0,Split_1,APAC_South
4.0,姐妹花,53,5,3,14,2,10,6,1,16,Lobby 1,Finals,8.0,0.0,10.0,3.0,Split_1,APAC_South
5.0,Lowkey,51,8,2,5,3,6,6,6,9,Lobby 1,Finals,2.0,9.0,12.0,0.0,Split_1,APAC_South
6.0,EVO.Supreme,42,17,0,1,11,8,0,4,1,Lobby 1,Finals,12.0,2.0,8.0,6.0,Split_1,APAC_South
7.0,LH,39,4,2,4,6,12,1,10,6,Lobby 1,Finals,10.0,4.0,11.0,4.0,Split_1,APAC_South
8.0,Antiaa,35,9,3,10,3,11,1,14,4,Lobby 1,Finals,3.0,6.0,9.0,3.0,Split_1,APAC_South
9.0,OGL,35,15,0,9,0,19,0,2,1,Lobby 1,Finals,4.0,2.0,2.0,6.0,Split_1,APAC_South
10.0,BOG,31,16,3,7,1,1,3,5,0,Lobby 1,Finals,11.0,3.0,13.0,0.0,Split_1,APAC_South
11.0,HpyRogKut,30,14,0,6,3,4,2,3,3,Lobby 1,Finals,18.0,3.0,15.0,2.0,Split_1,APAC_South
12.0,Multicultural,25,10,5,3,3,5,2,15,0,Lobby 1,Finals,14.0,0.0,18.0,0.0,Split_1,APAC_South
13.0,CKB,22,3,2,11,1,16,0,9,3,Lobby 1,Finals,16.0,0.0,5.0,2.0,Split_1,APAC_South
14.0,DESI,18,12,0,12,0,3,0,11,0,Lobby 1,Finals,9.0,1.0,6.0,2.0,Split_1,APAC_South
15.0,GOB-ARH,17,11,0,18,0,14,7,7,5,Lobby 1,Finals,17.0,0.0,16.0,0.0,Split_1,APAC_South
16.0,DREAM,17,13,1,16,0,15,3,19,0,Lobby 1,Finals,5.0,6.0,14.0,0.0,Split_1,APAC_South
17.0,NANYANG,14,19,0,13,1,9,2,18,0,Lobby 1,Finals,7.0,2.0,7.0,0.0,Split_1,APAC_South
18.0,Just Send It,13,7,6,17,0,13,0,16,2,Lobby 1,Finals,15.0,0.0,17.0,0.0,Split_1,APAC_South
19.0,Sigma Gamers,2,18,0,19,0,17,0,8,0,Lobby 1,Finals,19.0,0.0,19.0,0.0,Split_1,APAC_South
20.0,MXT,0,20,0,20,0,20,0,20,0,Lobby 1,Finals,20.0,0.0,20.0,0.0,Split_1,APAC_South
1.0,GOB-ARH,66,112,1515,29,1212,54,66,82,66,Lobby 1,Round_1,,,,,Split_1,APAC_South
2.0,EMM,50,131,22,92,77,63,77,112,1616,Lobby 1,Round_1,,,,,Split_1,APAC_South
3.0,CKB,44,29,33,112,1212,92,22,131,33,Lobby 1,Round_1,,,,,Split_1,APAC_South
4.0,DESI,38,54,55,45,55,37,11,37,44,Lobby 1,Round_1,,,,,Split_1,APAC_South
5.0,DNT,33,141,0,54,0,112,99,45,22,Lobby 1,Round_1,,,,,Split_1,APAC_South
6.0,Just Send It,33,92,44,37,11,45,33,29,22,Lobby 1,Round_1,,,,,Split_1,APAC_South
7.0,姐妹花,23,37,88,102,33,102,0,111,0,Lobby 1,Round_1,,,,,Split_1,APAC_South
8.0,Systematic,20,63,11,73,0,29,22,92,0,Lobby 1,Round_1,,,,,Split_1,APAC_South
9.0,The Legend Pride,14,45,0,82,0,111,0,73,33,Lobby 1,Round_1,,,,,Split_1,APAC_South
10.0,Bit of Trolling,12,102,0,151,0,73,22,63,11,Lobby 1,Round_1,,,,,Split_1,APAC_South
11.0,RNG,10,111,0,131,0,121,22,102,33,Lobby 1,Round_1,,,,,Split_1,APAC_South
12.0,SkarptSinne,10,151,0,141,0,82,22,121,33,Lobby 1,Round_1,,,,,Split_1,APAC_South
13.0,Monkey Predator,9,73,0,121,0,131,33,151,0,Lobby 1,Round_1,,,,,Split_1,APAC_South
14.0,BTCxWGG,8,82,0,63,11,141,0,141,0,Lobby 1,Round_1,,,,,Split_1,APAC_South
15.0,Kardinals,7,121,0,111,0,151,0,54,0,Lobby 1,Round_1,,,,,Split_1,APAC_South
1.0,END,57,37,77,29,1111,131,33,29,1010,Lobby 2,Round_1,,,,,Split_1,APAC_South
2.0,IFPD,48,112,1010,63,22,111,0,112,88,Lobby 2,Round_1,,,,,Split_1,APAC_South
3.0,MDY.W,42,73,44,45,66,112,66,92,44,Lobby 2,Round_1,,,,,Split_1,APAC_South
4.0,DVG,30,63,33,112,88,200,0,121,33,Lobby 2,Round_1,,,,,Split_1,APAC_South
5.0,MXT,29,82,0,92,0,29,99,45,22,Lobby 2,Round_1,,,,,Split_1,APAC_South
6.0,LVTHN,27,111,0,141,11,37,33,37,77,Lobby 2,Round_1,,,,,Split_1,APAC_South
7.0,Ryz.SEA,24,102,33,131,44,54,55,63,22,Lobby 2,Round_1,,,,,Split_1,APAC_South
8.0,No Mental,23,54,44,82,0,121,11,54,77,Lobby 2,Round_1,,,,,Split_1,APAC_South
9.0,Juiced,23,141,0,37,44,45,55,111,0,Lobby 2,Round_1,,,,,Split_1,APAC_South
10.0,OC,18,131,22,102,66,141,22,102,22,Lobby 2,Round_1,,,,,Split_1,APAC_South
11.0,Soosmar slayer,18,45,55,121,11,73,33,160,0,Lobby 2,Round_1,,,,,Split_1,APAC_South
12.0,Andong Society,18,92,22,73,0,63,44,73,11,Lobby 2,Round_1,,,,,Split_1,APAC_South
13.0,BABYRANK,14,29,22,200,0,102,0,131,0,Lobby 2,Round_1,,,,,Split_1,APAC_South
14.0,Musicz,9,121,0,54,0,92,11,151,0,Lobby 2,Round_1,,,,,Split_1,APAC_South
15.0,Lags Fault,6,151,0,111,0,82,0,82,0,Lobby 2,Round_1,,,,,Split_1,APAC_South
16.0,LightSaber,3,160,0,151,0,151,0,141,0,Lobby 2,Round_1,,,,,Split_1,APAC_South
1.0,Antiaa,68,63,44,37,77,112,1010,112,1313,Lobby 3,Round_1,,,,,Split_1,APAC_South
2.0,HpyRogKut,40,29,33,112,1010,82,33,121,0,Lobby 3,Round_1,,,,,Split_1,APAC_South
3.0,LH,39,112,1010,131,11,29,22,54,0,Lobby 3,Round_1,,,,,Split_1,APAC_South
4.0,DYN,35,45,55,63,11,73,66,73,99,Lobby 3,Round_1,,,,,Split_1,APAC_South
5.0,Inferno DRT,33,37,33,29,33,92,22,45,22,Lobby 3,Round_1,,,,,Split_1,APAC_South
6.0,Multicultural,30,73,88,73,0,102,33,92,99,Lobby 3,Round_1,,,,,Split_1,APAC_South
7.0,Sigma Gamers,28,131,0,54,1313,111,22,63,44,Lobby 3,Round_1,,,,,Split_1,APAC_South
8.0,GOD OF DREAM,17,82,0,151,0,37,44,111,22,Lobby 3,Round_1,,,,,Split_1,APAC_South
9.0,Chima,17,54,0,92,11,45,33,102,0,Lobby 3,Round_1,,,,,Split_1,APAC_South
10.0,LAG,17,92,0,45,0,121,0,29,0,Lobby 3,Round_1,,,,,Split_1,APAC_South
11.0,Sayu Supermacy,15,121,0,82,22,63,0,37,0,Lobby 3,Round_1,,,,,Split_1,APAC_South
12.0,Informal Squad,9,111,0,141,0,54,11,82,0,Lobby 3,Round_1,,,,,Split_1,APAC_South
13.0,eSports Academy,7,141,0,102,0,141,0,141,22,Lobby 3,Round_1,,,,,Split_1,APAC_South
14.0,B.Headed,5,102,0,111,0,131,0,131,0,Lobby 3,Round_1,,,,,Split_1,APAC_South
15.0,Wingbow,3,200,0,121,0,151,0,151,0,Lobby 3,Round_1,,,,,Split_1,APAC_South
16.0,Phantom Trigger,0,200,0,200,0,200,0,200,0,Lobby 3,Round_1,,,,,Split_1,APAC_South
1.0,DREAM,76,112,1414,29,77,112,77,29,66,Lobby 4,Round_1,,,,,Split_1,APAC_South
2.0,BOG,48,92,66,112,88,121,0,112,77,Lobby 4,Round_1,,,,,Split_1,APAC_South
3.0,Job Seekers,41,45,44,63,66,54,88,54,77,Lobby 4,Round_1,,,,,Split_1,APAC_South
4.0,OGL,37,102,11,37,22,37,66,37,55,Lobby 4,Round_1,,,,,Split_1,APAC_South
5.0,Lowkey,26,54,33,102,33,45,55,111,33,Lobby 4,Round_1,,,,,Split_1,APAC_South
6.0,Quentiam,25,82,44,82,33,160,22,45,77,Lobby 4,Round_1,,,,,Split_1,APAC_South
